"item","openLibraryID","publicationDate"
"Q7549687","OL1959558W","2000-01-01T00:00:00Z"
"Q7549689","OL1950919W","1983-01-01T00:00:00Z"
"Q7550439","OL2422708W","1995-01-01T00:00:00Z"
"Q7550659","OL3356973W","1986-01-01T00:00:00Z"
"Q7550698","OL1932113W","1980-01-01T00:00:00Z"
"Q755095","OL15857282W","1996-12-01T00:00:00Z"
"Q7551860","OL1070499W","1989-01-01T00:00:00Z"
"Q7553026","OL151991W","1973-01-01T00:00:00Z"
"Q7557255","OL155507W","1967-01-01T00:00:00Z"
"Q7557287","OL166592W","2003-05-01T00:00:00Z"
"Q7557302","OL9009259W","2004-10-01T00:00:00Z"
"Q7557345","OL16068305W","2006-01-01T00:00:00Z"
"Q7557414","OL764273W","2005-04-26T00:00:00Z"
"Q7557471","OL263299W","1997-01-01T00:00:00Z"
"Q7558534","OL883467W","1999-01-01T00:00:00Z"
"Q7558882","OL15722139W","2006-02-07T00:00:00Z"
"Q7559446","OL5708674W","2006-05-01T00:00:00Z"
"Q7559489","OL480951W","1950-01-01T00:00:00Z"
"Q7559579","OL17790271W","1994-01-01T00:00:00Z"
"Q7559667","OL5734717W","2005-01-01T00:00:00Z"
"Q7559682","OL2646925W","2007-01-01T00:00:00Z"
"Q7559706","OL15152476W","1998-05-01T00:00:00Z"
"Q7560046","OL15331079W","1949-01-01T00:00:00Z"
"Q7560046","OL15331080W","1949-01-01T00:00:00Z"
"Q7560096","OL1337133W","1915-09-16T00:00:00Z"
"Q7560155","OL449646W","2007-01-01T00:00:00Z"
"Q7560175","OL18166287W","1988-01-01T00:00:00Z"
"Q7560322","OL3357345W","1984-01-01T00:00:00Z"
"Q7560558","OL18179218W","1994-01-01T00:00:00Z"
"Q7560567","OL16636993W","2012-10-02T00:00:00Z"
"Q7560649","OL15022435W","1986-01-01T00:00:00Z"
"Q7560664","OL9514186W","2008-01-01T00:00:00Z"
"Q7560688","OL66232W","2005-01-01T00:00:00Z"
"Q7561070","OL3470523W","1988-01-01T00:00:00Z"
"Q7561113","OL3286540W","1997-01-01T00:00:00Z"
"Q7561176","OL4652683W","1991-03-01T00:00:00Z"
"Q7561184","OL3925236W","1949-01-01T00:00:00Z"
"Q7561186","OL40866W","1975-01-01T00:00:00Z"
"Q7561345","OL17817609W","2007-01-01T00:00:00Z"
"Q7561593","OL158091W","1990-10-01T00:00:00Z"
"Q7561597","OL891941W","1992-01-01T00:00:00Z"
"Q7562372","OL90731W","2006-11-01T00:00:00Z"
"Q7563350","OL1040601W","1998-01-01T00:00:00Z"
"Q7563353","OL5950417W","1979-03-01T00:00:00Z"
"Q7564187","OL23553W","2003-03-01T00:00:00Z"
"Q7564289","OL6670293W","1978-01-01T00:00:00Z"
"Q7564505","OL2715616W","2006-01-01T00:00:00Z"
"Q7564508","OL14981695W","2009-10-01T00:00:00Z"
"Q7564653","OL15152555W","2006-11-02T00:00:00Z"
"Q7564851","OL270979W","1969-01-01T00:00:00Z"
"Q7564851","OL3269317W","1969-01-01T00:00:00Z"
"Q7565180","OL2007622W","1989-01-01T00:00:00Z"
"Q756675","OL81624W","1999-09-14T00:00:00Z"
"Q7568098","OL2385381W","1992-01-01T00:00:00Z"
"Q756866","OL46881W","1990-11-01T00:00:00Z"
"Q7569035","OL2908759W","2009-08-11T00:00:00Z"
"Q7570089","OL14873533W","2009-10-01T00:00:00Z"
"Q7572509","OL77099W","1982-10-01T00:00:00Z"
"Q7573500","OL8044418W","2007-01-01T00:00:00Z"
"Q7573638","OL5689427W","2005-07-26T00:00:00Z"
"Q7574195","OL509183W","1999-10-01T00:00:00Z"
"Q7574195","OL509214W","1999-10-01T00:00:00Z"
"Q7574195","OL509183W","1999-10-22T00:00:00Z"
"Q7574195","OL509214W","1999-10-22T00:00:00Z"
"Q7574348","OL524981W","2006-08-21T00:00:00Z"
"Q7574927","OL15867452W","2006-03-01T00:00:00Z"
"Q7575026","OL30836W","2005-06-01T00:00:00Z"
"Q7575883","OL5832221W","2000-10-19T00:00:00Z"
"Q7576257","OL15129316W","1994-10-01T00:00:00Z"
"Q7576367","OL1945616W","1996-01-01T00:00:00Z"
"Q7576697","OL15400690W","2001-12-01T00:00:00Z"
"Q7577015","OL93315W","1997-01-01T00:00:00Z"
"Q7577088","OL500585W","1951-01-01T00:00:00Z"
"Q7577129","OL13388W","2002-04-01T00:00:00Z"
"Q7577219","OL790525W","2001-06-01T00:00:00Z"
"Q7577490","OL109412W","2000-05-01T00:00:00Z"
"Q7577520","OL478026W","2007-01-01T00:00:00Z"
"Q7577598","OL83579W","1985-01-01T00:00:00Z"
"Q7577818","OL8165124W","1997-01-01T00:00:00Z"
"Q7578576","OL7989077W","2007-09-01T00:00:00Z"
"Q7578638","OL14860070W","2010-01-01T00:00:00Z"
"Q75794636","OL1799816W","1897-01-01T00:00:00Z"
"Q7579639","OL2073591W","2008-07-23T00:00:00Z"
"Q7581360","OL2007305W","2009-01-01T00:00:00Z"
"Q7581474","OL9937499W","2005-01-01T00:00:00Z"
"Q7581698","OL2425027W","1974-01-01T00:00:00Z"
"Q7582262","OL17899129W","1998-01-01T00:00:00Z"
"Q7582284","OL29278W","2001-01-01T00:00:00Z"
"Q7582338","OL15587877W","2010-09-28T00:00:00Z"
"Q7597016","OL499065W","1978-04-07T00:00:00Z"
"Q7597113","OL4320887W","1992-08-01T00:00:00Z"
"Q7597242","OL874064W","2007-06-19T00:00:00Z"
"Q7597246","OL134551W","2004-01-01T00:00:00Z"
"Q7597287","OL5696578W","1997-02-03T00:00:00Z"
"Q7597295","OL15812140W","1982-01-01T00:00:00Z"
"Q7598599","OL8198610W","2000-01-01T00:00:00Z"
"Q7598676","OL16134398W","2011-07-01T00:00:00Z"
"Q7598821","OL5814570W","2005-10-01T00:00:00Z"
"Q7599415","OL2412119W","1996-01-01T00:00:00Z"
"Q7600060","OL15030850W","2003-03-11T00:00:00Z"
"Q760055","OL3907743W","1987-01-01T00:00:00Z"
"Q7600761","OL15244160W","2010-01-01T00:00:00Z"
"Q7600761","OL15488985W","2010-01-01T00:00:00Z"
"Q7600780","OL15005203W","1970-09-01T00:00:00Z"
"Q7600783","OL1819352W","1976-01-01T00:00:00Z"
"Q7601035","OL18168809W","2009-05-01T00:00:00Z"
"Q7601044","OL116039W","1994-01-01T00:00:00Z"
"Q7601045","OL116038W","1993-11-01T00:00:00Z"
"Q7601269","OL261903W","2004-01-01T00:00:00Z"
"Q760138","OL16807979W","2011-01-01T00:00:00Z"
"Q7601479","OL15858883W","1996-06-01T00:00:00Z"
"Q7601544","OL15840082W","2007-10-01T00:00:00Z"
"Q7601547","OL16621996W","2011-01-01T00:00:00Z"
"Q7601555","OL15420221W","1979-02-01T00:00:00Z"
"Q7602070","OL5714312W","2006-04-04T00:00:00Z"
"Q7602126","OL16998151W","1995-01-01T00:00:00Z"
"Q7602277","OL1070496W","1991-01-01T00:00:00Z"
"Q7602353","OL10570487W","1984-01-01T00:00:00Z"
"Q7602395","OL94493W","1991-01-01T00:00:00Z"
"Q7602554","OL16184523W","2012-03-12T00:00:00Z"
"Q7602578","OL15936421W","2011-06-21T00:00:00Z"
"Q7603732","OL16039180W","2006-01-01T00:00:00Z"
"Q7603804","OL16028483W","2006-01-03T00:00:00Z"
"Q7603805","OL4100466W","1988-01-01T00:00:00Z"
"Q7604518","OL15152933W","2004-01-01T00:00:00Z"
"Q7605125","OL3454745W","1993-01-01T00:00:00Z"
"Q7605644","OL155489W","1985-01-01T00:00:00Z"
"Q7605967","OL59830W","1998-04-01T00:00:00Z"
"Q7608033","OL167155W","2007-02-06T00:00:00Z"
"Q761474","OL500448W","1983-01-01T00:00:00Z"
"Q7616245","OL273362W","2007-01-01T00:00:00Z"
"Q7616392","OL53350W","1994-01-01T00:00:00Z"
"Q7617041","OL1882195W","1980-01-01T00:00:00Z"
"Q7617351","OL3378543W","1971-01-01T00:00:00Z"
"Q7618189","OL1813842W","1994-01-01T00:00:00Z"
"Q7618600","OL13847356W","2009-01-01T00:00:00Z"
"Q7618604","OL12632591W","2003-01-01T00:00:00Z"
"Q7618618","OL9302813W","2008-01-01T00:00:00Z"
"Q7618885","OL1868110W","1993-03-01T00:00:00Z"
"Q7618903","OL14860115W","2003-01-01T00:00:00Z"
"Q7619030","OL16628436W","2010-06-03T00:00:00Z"
"Q7619214","OL23318W","1999-01-01T00:00:00Z"
"Q7619282","OL3511459W","1965-01-01T00:00:00Z"
"Q7619304","OL17924321W","2001-01-01T00:00:00Z"
"Q7619746","OL37981W","1999-01-01T00:00:00Z"
"Q7619817","OL15972326W","2001-10-18T00:00:00Z"
"Q7619863","OL60917W","1991-01-01T00:00:00Z"
"Q7620065","OL80807W","2006-01-01T00:00:00Z"
"Q7620101","OL1955107W","1985-08-07T00:00:00Z"
"Q7620113","OL11888W","2001-06-30T00:00:00Z"
"Q7620184","OL14913440W","1994-01-01T00:00:00Z"
"Q7620305","OL463577W","1995-08-01T00:00:00Z"
"Q7620401","OL5095696W","1982-01-01T00:00:00Z"
"Q7621300","OL8165131W","1989-01-01T00:00:00Z"
"Q7621301","OL8165126W","1994-01-01T00:00:00Z"
"Q7621331","OL17742957W","2005-01-01T00:00:00Z"
"Q7621392","OL2940734W","1944-01-01T00:00:00Z"
"Q7621476","OL6092274W","1987-01-01T00:00:00Z"
"Q7621543","OL14860102W","2008-01-01T00:00:00Z"
"Q7621583","OL1973740W","1978-01-01T00:00:00Z"
"Q7621604","OL79594W","1987-01-01T00:00:00Z"
"Q762203","OL271361W","1857-01-01T00:00:00Z"
"Q762206","OL41059W","1843-01-01T00:00:00Z"
"Q7622848","OL13696462W","2008-01-01T00:00:00Z"
"Q7623170","OL453037W","1987-02-12T00:00:00Z"
"Q7623172","OL61090W","1975-01-01T00:00:00Z"
"Q7624072","OL483834W","1992-01-01T00:00:00Z"
"Q7624080","OL463584W","1993-09-01T00:00:00Z"
"Q7627436","OL18165306W","2001-10-09T00:00:00Z"
"Q7629466","OL496477W","1969-01-01T00:00:00Z"
"Q7630984","OL4613368W","1979-01-01T00:00:00Z"
"Q7631386","OL16693699W","2011-01-01T00:00:00Z"
"Q7631568","OL16040108W","1993-01-01T00:00:00Z"
"Q7634768","OL8036409W","1996-01-01T00:00:00Z"
"Q7634768","OL8036409W","2003-12-02T00:00:00Z"
"Q7634910","OL857056W","2004-01-01T00:00:00Z"
"Q763705","OL13839875W","2009-01-01T00:00:00Z"
"Q7637327","OL56118W","1999-01-01T00:00:00Z"
"Q7637435","OL1838400W","1998-01-01T00:00:00Z"
"Q7637517","OL894460W","1973-01-01T00:00:00Z"
"Q7637525","OL465359W","1976-01-01T00:00:00Z"
"Q7637530","OL279226W","1970-01-01T00:00:00Z"
"Q7637608","OL119434W","2002-09-17T00:00:00Z"
"Q7638413","OL2674438W","1977-01-01T00:00:00Z"
"Q763847","OL41836W","1948-01-01T00:00:00Z"
"Q7638682","OL720782W","1999-01-01T00:00:00Z"
"Q76400065","OL3529245W","1995-01-01T00:00:00Z"
"Q764123","OL59732W","1957-01-01T00:00:00Z"
"Q7641432","OL109410W","2003-01-01T00:00:00Z"
"Q7641473","OL27056W","1990-01-01T00:00:00Z"
"Q7642276","OL4089450W","2007-01-01T00:00:00Z"
"Q7642726","OL15452219W","2010-07-27T00:00:00Z"
"Q7643381","OL1838364W","1980-01-01T00:00:00Z"
"Q76448697","OL20033212W","2016-07-12T00:00:00Z"
"Q7646051","OL15856895W","1972-01-01T00:00:00Z"
"Q7646051","OL675688W","1972-01-01T00:00:00Z"
"Q76465099","OL6037312W","1992-02-14T00:00:00Z"
"Q7646693","OL869338W","2005-01-01T00:00:00Z"
"Q7647032","OL453073W","2007-01-30T00:00:00Z"
"Q7647159","OL15946287W","1984-01-01T00:00:00Z"
"Q7647225","OL274795W","2005-01-01T00:00:00Z"
"Q7647246","OL16010910W","2011-03-01T00:00:00Z"
"Q7647264","OL35619W","1978-01-01T00:00:00Z"
"Q764902","OL8048087W","1986-01-01T00:00:00Z"
"Q7652933","OL111692W","1976-01-01T00:00:00Z"
"Q7653122","OL461928W","2008-11-04T00:00:00Z"
"Q7655084","OL1810106W","1983-01-01T00:00:00Z"
"Q7655134","OL13650729W","2009-04-29T00:00:00Z"
"Q7655262","OL15694864W","1933-01-01T00:00:00Z"
"Q7655486","OL15005380W","2002-04-01T00:00:00Z"
"Q7655707","OL3537128W","1994-10-19T00:00:00Z"
"Q7655763","OL17746103W","2009-11-14T00:00:00Z"
"Q7656238","OL5754427W","2007-11-27T00:00:00Z"
"Q7658405","OL16046141W","2008-01-01T00:00:00Z"
"Q7658464","OL15845412W","2008-01-01T00:00:00Z"
"Q7659097","OL16970011W","2010-04-01T00:00:00Z"
"Q766086","OL41050W","1842-01-01T00:00:00Z"
"Q7660872","OL883465W","2006-11-16T00:00:00Z"
"Q7662704","OL2971128W","1996-01-01T00:00:00Z"
"Q7663532","OL2006735W","1999-07-01T00:00:00Z"
"Q7663876","OL93639W","1992-01-01T00:00:00Z"
"Q766404","OL2172360W","1966-01-01T00:00:00Z"
"Q7670427","OL8423519W","2008-01-17T00:00:00Z"
"Q7670802","OL4968707W","1980-01-01T00:00:00Z"
"Q767189","OL15694918W","1992-01-01T00:00:00Z"
"Q767341","OL1815611W","2010-01-01T00:00:00Z"
"Q767362","OL14971626W","2009-06-01T00:00:00Z"
"Q7674666","OL501177W","2003-04-24T00:00:00Z"
"Q7676262","OL17575354W","2013-06-04T00:00:00Z"
"Q7677573","OL2434997W","1990-01-01T00:00:00Z"
"Q7677577","OL15075591W","1992-01-01T00:00:00Z"
"Q7678024","OL3489851W","2007-07-15T00:00:00Z"
"Q7678024","OL3489851W","2007-08-07T00:00:00Z"
"Q7678347","OL11903221W","2008-08-20T00:00:00Z"
"Q7678355","OL5869528W","2008-03-06T00:00:00Z"
"Q7679239","OL2919717W","1988-09-01T00:00:00Z"
"Q7679294","OL1684404W","1981-01-01T00:00:00Z"
"Q7679300","OL2931458W","1956-01-01T00:00:00Z"
"Q7679346","OL50428W","1983-01-01T00:00:00Z"
"Q7679355","OL52211W","1899-01-01T00:00:00Z"
"Q7679373","OL1838382W","1972-01-01T00:00:00Z"
"Q7679376","OL1434661W","1956-01-01T00:00:00Z"
"Q7679380","OL63986W","1824-01-01T00:00:00Z"
"Q7679391","OL2433578W","1978-01-01T00:00:00Z"
"Q7679410","OL2385453W","1947-01-28T00:00:00Z"
"Q7679493","OL3470319W","2000-01-01T00:00:00Z"
"Q7679822","OL15838021W","1991-01-01T00:00:00Z"
"Q7679827","OL2089645W","1986-01-01T00:00:00Z"
"Q7679869","OL12157W","1987-05-21T00:00:00Z"
"Q7679932","OL5708692W","2005-04-01T00:00:00Z"
"Q7680344","OL1900620W","1988-01-01T00:00:00Z"
"Q7680467","OL1816029W","1991-03-01T00:00:00Z"
"Q7680725","OL5849012W","2005-10-03T00:00:00Z"
"Q7681092","OL16069057W","2004-01-01T00:00:00Z"
"Q7681461","OL2718318W","1988-01-01T00:00:00Z"
"Q768150","OL9009056W","2002-01-01T00:00:00Z"
"Q76828409","OL2818695W","1977-01-01T00:00:00Z"
"Q7682902","OL2347136W","1997-01-01T00:00:00Z"
"Q768389","OL38485W","1992-06-01T00:00:00Z"
"Q768389","OL38501W","1992-06-01T00:00:00Z"
"Q768454","OL14871077W","1972-01-01T00:00:00Z"
"Q768454","OL8702050W","1972-01-01T00:00:00Z"
"Q7684981","OL50557W","1981-03-12T00:00:00Z"
"Q7685875","OL3907119W","1974-03-20T00:00:00Z"
"Q768647","OL8162154W","1965-01-01T00:00:00Z"
"Q7687407","OL6037738W","2008-01-01T00:00:00Z"
"Q769001","OL36856W","1847-01-01T00:00:00Z"
"Q7691141","OL8367120W","1983-05-01T00:00:00Z"
"Q7691319","OL3974012W","1993-01-01T00:00:00Z"
"Q7691509","OL16134440W","2012-07-01T00:00:00Z"
"Q7691572","OL463561W","1998-01-01T00:00:00Z"
"Q7691632","OL53331W","1987-08-01T00:00:00Z"
"Q7691655","OL1856010W","2005-10-25T00:00:00Z"
"Q7691787","OL7136256W","1970-01-01T00:00:00Z"
"Q7691822","OL15840341W","1994-01-01T00:00:00Z"
"Q7692389","OL1879251W","1934-01-01T00:00:00Z"
"Q7695276","OL116047W","1989-10-01T00:00:00Z"
"Q7696226","OL16499019W","2012-09-11T00:00:00Z"
"Q76988480","OL644021W","1977-01-01T00:00:00Z"
"Q7699048","OL4320208W","2002-03-01T00:00:00Z"
"Q7699054","OL5807678W","2004-01-01T00:00:00Z"
"Q7699055","OL15800874W","2006-10-01T00:00:00Z"
"Q7699104","OL2732654W","1983-01-01T00:00:00Z"
"Q7699329","OL9028354W","2008-11-13T00:00:00Z"
"Q7699348","OL17727101W","2005-01-01T00:00:00Z"
"Q76997092","OL18361849W","2019-01-01T00:00:00Z"
"Q7700865","OL16937452W","2009-01-01T00:00:00Z"
"Q7700894","OL17695397W","2013-01-08T00:00:00Z"
"Q7701574","OL115339W","1999-01-01T00:00:00Z"
"Q7702547","OL556746W","1997-08-01T00:00:00Z"
"Q7702662","OL18167233W","2009-01-27T00:00:00Z"
"Q7702704","OL16080776W","2010-06-01T00:00:00Z"
"Q77029337","OL2350989W","1990-01-01T00:00:00Z"
"Q7703964","OL463805W","2006-01-01T00:00:00Z"
"Q7704201","OL4450357W","1987-01-01T00:00:00Z"
"Q7705214","OL5706033W","2005-01-01T00:00:00Z"
"Q7706698","OL17875510W","2003-09-29T00:00:00Z"
"Q7707233","OL2718326W","1979-01-01T00:00:00Z"
"Q7707417","OL2385448W","1985-01-01T00:00:00Z"
"Q7710461","OL1337108W","1934-03-16T00:00:00Z"
"Q7711001","OL15856961W","1987-03-12T00:00:00Z"
"Q7711209","OL16117454W","2011-11-01T00:00:00Z"
"Q7711246","OL456087W","2002-01-01T00:00:00Z"
"Q7711262","OL17738682W","2006-09-07T00:00:00Z"
"Q7711793","OL15389616W","1983-01-01T00:00:00Z"
"Q7711797","OL16033292W","1985-01-01T00:00:00Z"
"Q7711798","OL5497592W","1986-01-01T00:00:00Z"
"Q7711799","OL15407271W","1987-01-01T00:00:00Z"
"Q7711800","OL15159915W","1988-01-01T00:00:00Z"
"Q7711802","OL15969704W","1990-01-01T00:00:00Z"
"Q7711888","OL16117734W","2011-01-01T00:00:00Z"
"Q7711983","OL482333W","1998-01-01T00:00:00Z"
"Q7711994","OL15158581W","1979-10-01T00:00:00Z"
"Q7711997","OL18150101W","1999-11-04T00:00:00Z"
"Q7712002","OL2630077W","2004-01-01T00:00:00Z"
"Q7712018","OL15518057W","2010-04-26T00:00:00Z"
"Q7712026","OL5708693W","2003-01-01T00:00:00Z"
"Q7712123","OL7322980W","1923-01-01T00:00:00Z"
"Q7712134","OL8258965W","1971-03-23T00:00:00Z"
"Q7712203","OL8089740W","2007-01-01T00:00:00Z"
"Q7712205","OL2737370W","1998-01-01T00:00:00Z"
"Q7712206","OL15825122W","2007-01-01T00:00:00Z"
"Q7712212","OL18150189W","2009-01-01T00:00:00Z"
"Q7712216","OL28304W","1985-08-12T00:00:00Z"
"Q7712238","OL176293W","2003-01-01T00:00:00Z"
"Q7712251","OL816270W","1994-01-01T00:00:00Z"
"Q7712288","OL15966703W","1998-01-01T00:00:00Z"
"Q7712291","OL1894872W","2006-01-01T00:00:00Z"
"Q7712330","OL506102W","1997-01-01T00:00:00Z"
"Q7712520","OL16045635W","1915-01-01T00:00:00Z"
"Q7712560","OL6016193W","2008-04-01T00:00:00Z"
"Q7712576","OL99939W","2002-01-01T00:00:00Z"
"Q7712598","OL15302285W","2010-08-10T00:00:00Z"
"Q7712646","OL16069977W","2008-05-12T00:00:00Z"
"Q7712656","OL6213633W","2002-02-05T00:00:00Z"
"Q7712688","OL5705591W","2006-04-06T00:00:00Z"
"Q7712769","OL497480W","2006-01-01T00:00:00Z"
"Q7712806","OL8454519W","2003-03-01T00:00:00Z"
"Q7712866","OL13421062W","1962-01-01T00:00:00Z"
"Q7712952","OL79755W","2004-01-01T00:00:00Z"
"Q7712964","OL5967265W","2003-07-01T00:00:00Z"
"Q7713056","OL5864221W","2006-12-26T00:00:00Z"
"Q7713057","OL9598635W","2008-08-26T00:00:00Z"
"Q7713059","OL16025229W","1994-01-01T00:00:00Z"
"Q7713120","OL1847201W","1993-01-01T00:00:00Z"
"Q7713157","OL15074068W","1999-05-01T00:00:00Z"
"Q7713291","OL10645724W","2004-01-01T00:00:00Z"
"Q7713306","OL22320W","1976-01-01T00:00:00Z"
"Q7713395","OL16025245W","2003-01-01T00:00:00Z"
"Q7713449","OL54153W","1892-01-01T00:00:00Z"
"Q7713528","OL2768768W","2015-01-01T00:00:00Z"
"Q7713528","OL2768768W","2019-01-01T00:00:00Z"
"Q7713543","OL6460566W","1977-01-01T00:00:00Z"
"Q7713662","OL7972281W","1992-01-01T00:00:00Z"
"Q7713698","OL15132892W","1970-01-01T00:00:00Z"
"Q7713709","OL5734644W","2006-10-01T00:00:00Z"
"Q7713882","OL2071348W","1973-01-01T00:00:00Z"
"Q7713893","OL15068611W","2001-04-01T00:00:00Z"
"Q7713919","OL2685677W","2009-09-01T00:00:00Z"
"Q7713947","OL11334482W","1981-01-01T00:00:00Z"
"Q7713962","OL5717881W","2004-06-01T00:00:00Z"
"Q7713973","OL2113717W","1995-01-01T00:00:00Z"
"Q7713975","OL175816W","1998-01-01T00:00:00Z"
"Q7713988","OL15437089W","1999-01-01T00:00:00Z"
"Q7714172","OL1699400W","2001-01-01T00:00:00Z"
"Q7714212","OL16811425W","1969-01-01T00:00:00Z"
"Q7714218","OL5816523W","2005-10-20T00:00:00Z"
"Q7714218","OL5816526W","2005-10-20T00:00:00Z"
"Q7714268","OL16025298W","1965-01-01T00:00:00Z"
"Q7714291","OL1822236W","1968-01-01T00:00:00Z"
"Q7714433","OL14860186W","2006-05-30T00:00:00Z"
"Q7714471","OL2692034W","2009-01-01T00:00:00Z"
"Q7714481","OL1968403W","2001-01-01T00:00:00Z"
"Q7714574","OL14856353W","1992-01-01T00:00:00Z"
"Q7714645","OL792952W","2008-11-13T00:00:00Z"
"Q7714646","OL18151178W","1994-01-01T00:00:00Z"
"Q7714652","OL754458W","2001-08-25T00:00:00Z"
"Q7714677","OL6073269W","2009-05-04T00:00:00Z"
"Q7714688","OL2972981W","2007-08-21T00:00:00Z"
"Q7714701","OL5718721W","2002-10-17T00:00:00Z"
"Q7714703","OL7920231W","1984-01-01T00:00:00Z"
"Q7714719","OL1937852W","1957-01-01T00:00:00Z"
"Q7714740","OL8472280W","2005-01-01T00:00:00Z"
"Q7714748","OL8254815W","2006-09-12T00:00:00Z"
"Q7714749","OL15111418W","2008-10-14T00:00:00Z"
"Q7714812","OL15848392W","2008-04-15T00:00:00Z"
"Q7714814","OL506909W","1996-01-01T00:00:00Z"
"Q7714820","OL4488061W","1984-11-01T00:00:00Z"
"Q7714822","OL4488056W","1985-01-01T00:00:00Z"
"Q7714842","OL2465682W","2004-05-28T00:00:00Z"
"Q7714852","OL15990372W","2010-09-16T00:00:00Z"
"Q7714962","OL1985980W","1991-01-01T00:00:00Z"
"Q7714967","OL37208W","1912-01-01T00:00:00Z"
"Q7714969","OL62959W","1951-01-01T00:00:00Z"
"Q7714972","OL481154W","2002-09-12T00:00:00Z"
"Q7715061","OL5810945W","2009-04-28T00:00:00Z"
"Q7715077","OL8126351W","2003-10-29T00:00:00Z"
"Q7715262","OL1857653W","2007-01-01T00:00:00Z"
"Q7715319","OL13652571W","2009-01-01T00:00:00Z"
"Q7715433","OL9258013W","2007-10-09T00:00:00Z"
"Q7715600","OL16035754W","1997-01-01T00:00:00Z"
"Q7715667","OL20266W","1990-06-01T00:00:00Z"
"Q7715689","OL15841625W","1963-01-01T00:00:00Z"
"Q7715755","OL15861333W","1998-04-01T00:00:00Z"
"Q7715841","OL4003968W","2007-07-01T00:00:00Z"
"Q7716000","OL1974714W","1994-01-01T00:00:00Z"
"Q7716005","OL1846881W","1988-01-01T00:00:00Z"
"Q7716047","OL15133830W","1952-01-01T00:00:00Z"
"Q7716240","OL37900W","1994-01-01T00:00:00Z"
"Q7716246","OL65186W","2009-01-01T00:00:00Z"
"Q7716279","OL14860196W","1994-01-01T00:00:00Z"
"Q7716314","OL15822921W","1984-01-01T00:00:00Z"
"Q7716321","OL16142302W","2012-01-01T00:00:00Z"
"Q7716326","OL27778W","2001-05-01T00:00:00Z"
"Q7716384","OL83543W","2008-09-01T00:00:00Z"
"Q7716387","OL1326304W","1958-01-01T00:00:00Z"
"Q7716404","OL15722122W","2008-09-02T00:00:00Z"
"Q7716706","OL5747235W","2002-01-01T00:00:00Z"
"Q7716744","OL12064W","1969-06-01T00:00:00Z"
"Q7716746","OL46217W","1986-01-01T00:00:00Z"
"Q7716791","OL18153363W","1981-01-01T00:00:00Z"
"Q7716792","OL4450338W","1982-01-01T00:00:00Z"
"Q7716793","OL4450331W","1983-01-01T00:00:00Z"
"Q7716832","OL3904912W","1993-01-01T00:00:00Z"
"Q7717030","OL10504087W","1975-01-01T00:00:00Z"
"Q7717411","OL2632193W","1995-01-01T00:00:00Z"
"Q7717518","OL54769W","2000-01-01T00:00:00Z"
"Q7717532","OL16568902W","2010-11-01T00:00:00Z"
"Q7717536","OL111680W","1969-01-01T00:00:00Z"
"Q7717728","OL84064W","1977-01-01T00:00:00Z"
"Q7717731","OL2652884W","2006-01-01T00:00:00Z"
"Q7717737","OL2940325W","1991-01-01T00:00:00Z"
"Q7717768","OL14993518W","2009-01-01T00:00:00Z"
"Q7717796","OL4318080W","1948-01-01T00:00:00Z"
"Q7717803","OL4474602W","1990-10-01T00:00:00Z"
"Q7717988","OL2626501W","2001-01-01T00:00:00Z"
"Q7717998","OL2719754W","1994-02-16T00:00:00Z"
"Q7718029","OL115636W","2001-11-01T00:00:00Z"
"Q7718128","OL5926724W","2004-01-01T00:00:00Z"
"Q7718130","OL877893W","2004-02-01T00:00:00Z"
"Q7718148","OL17729121W","2008-01-01T00:00:00Z"
"Q7718166","OL15975245W","2009-08-01T00:00:00Z"
"Q7718263","OL998482W","2003-09-01T00:00:00Z"
"Q7718266","OL17292567W","2012-11-26T00:00:00Z"
"Q7718295","OL160854W","1941-01-01T00:00:00Z"
"Q7718332","OL14913344W","1994-01-01T00:00:00Z"
"Q7718392","OL19723041W","1921-01-01T00:00:00Z"
"Q7718392","OL4092663W","1921-01-01T00:00:00Z"
"Q7718412","OL4466815W","1967-01-01T00:00:00Z"
"Q7718420","OL15317896W","2010-08-25T00:00:00Z"
"Q7718428","OL176068W","1881-01-01T00:00:00Z"
"Q7718446","OL3892387W","1953-01-01T00:00:00Z"
"Q7718448","OL16589243W","2011-09-05T00:00:00Z"
"Q7718482","OL17673899W","2011-07-01T00:00:00Z"
"Q7718528","OL4096004W","1974-01-01T00:00:00Z"
"Q7718546","OL27048W","1974-01-01T00:00:00Z"
"Q7718595","OL17731815W","2003-01-01T00:00:00Z"
"Q7718606","OL16558347W","2012-09-12T00:00:00Z"
"Q7718660","OL5837548W","2006-01-01T00:00:00Z"
"Q7718661","OL57537W","2002-06-06T00:00:00Z"
"Q7718670","OL8052006W","2004-01-01T00:00:00Z"
"Q7718697","OL496308W","1995-01-01T00:00:00Z"
"Q7718738","OL77775W","1926-01-01T00:00:00Z"
"Q7718751","OL8120823W","2005-01-01T00:00:00Z"
"Q7718763","OL4483747W","1989-01-01T00:00:00Z"
"Q7718849","OL14953775W","1982-01-01T00:00:00Z"
"Q7718877","OL8853045W","1902-01-01T00:00:00Z"
"Q7718911","OL16076661W","1954-01-01T00:00:00Z"
"Q7718935","OL90528W","1989-11-01T00:00:00Z"
"Q7718983","OL15246126W","1998-08-05T00:00:00Z"
"Q7719056","OL14861335W","1925-01-01T00:00:00Z"
