item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q124528755,Q124528755,P577,2021-01-01T00:00:00Z,,2019-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL21353476W,statement
Q124538246,Q124538246,P577,2023-01-01T00:00:00Z,,2023-05-04T00:00:00+00:00Z,https://openlibrary.org/works/OL34786390W,statement
Q124604751,Q124604751,P577,1915-01-01T00:00:00Z,,1907-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1560366W,statement
Q124604751,Q124604751,P577,1915-01-01T00:00:00Z,,2021-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL34067908W,statement
Q124609874,Q124609874,P577,1901-01-01T00:00:00Z,,1902-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL227754W,statement
Q124622488,Q124622488,P577,1969-01-01T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15707881W,statement
Q124622488,Q124622488,P577,1969-01-01T00:00:00Z,,2007-12-12T00:00:00+00:00Z,https://openlibrary.org/works/OL20880825W,statement
Q124622488,Q124622488,P577,1969-01-01T00:00:00Z,,1974-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2287250W,statement
Q124622488,Q124622488,P577,1969-01-01T00:00:00Z,,2000-05-03T00:00:00+00:00Z,https://openlibrary.org/works/OL24608184W,statement
Q12470049,Q12470049,P577,1982-01-01T00:00:00Z,,1985-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18169869W,statement
Q1247388,Q1247388,P577,1988-01-01T00:00:00Z,,1999-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17729297W,statement
Q1247666,Q1247666,P577,1907-09-01T00:00:00Z,,2013-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL39108W,statement
Q1247723,Q1247723,P577,1902-01-01T00:00:00Z,,1977-08-24T00:00:00+00:00Z,https://openlibrary.org/works/OL19899W,statement
Q1247736,Q1247736,P577,1909-01-01T00:00:00Z,,2000-07-07T00:00:00+00:00Z,https://openlibrary.org/works/OL52258W,statement
Q1249074,Q1249074,P577,1905-01-01T00:00:00Z,,2000-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL52256W,statement
Q1249425,Q1249425,P577,2001-01-01T00:00:00Z,,2000-12-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15723135W,statement
Q1249456,Q1249456,P577,1954-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL781103W,statement
Q1249456,Q1249456,P577,1989-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL781103W,statement
Q1249536,Q1249536,P577,1905-01-01T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1253285W,statement
Q1250364,Q1250364,P577,1909-01-01T00:00:00Z,,2013-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL262390W,statement
Q1250366,Q1250366,P577,1910-01-01T00:00:00Z,,2006-02-08T00:00:00+00:00Z,https://openlibrary.org/works/OL18409W,statement
Q12506520,Q12506520,P577,1991-01-01T00:00:00Z,,1990-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1701004W,statement
Q12506520,Q12506520,P577,2012-02-01T00:00:00Z,,1990-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1701004W,statement
Q1255697,Q1255697,P577,1987-05-01T00:00:00Z,,1986-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2139457W,statement
Q1265755,Q1265755,P577,1899-01-01T00:00:00Z,,1912-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1868474W,statement
Q127149,Q127149,P577,1955-01-01T00:00:00Z,,1974-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL626989W,statement
Q12740242,Q12740242,P577,1978-01-01T00:00:00Z,,1977-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1902803W,statement
Q1283523,Q1283523,P577,1959-01-01T00:00:00Z,,1968-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL109515W,statement
Q128444,Q128444,P577,1986-09-01T00:00:00Z,,1987-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2897798W,statement
Q1296168,Q1296168,P577,1894-01-01T00:00:00Z,,1896-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL857189W,statement
Q129778,Q129778,P577,1902-01-01T00:00:00Z,,1998-07-01T00:00:00+00:00Z,https://openlibrary.org/works/OL38663W,statement
Q129929,Q129929,P577,2000-01-01T00:00:00Z,,1900-11-15T00:00:00+00:00Z,https://openlibrary.org/works/OL28996W,statement
Q130295,Q130295,P577,1900-01-01T00:00:00Z,,1968-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18417W,statement
Q1302957,Q1302957,P577,1895-01-01T00:00:00Z,,2009-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15236124W,statement
Q1304342,Q1304342,P577,1902-01-01T00:00:00Z,,1975-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL752767W,statement
Q13058640,Q13058640,P577,1964-01-01T00:00:00Z,,2004-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL297342W,statement
Q130851,Q130851,P577,1600-01-01T00:00:00Z,,1886-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL362691W,statement
Q130924,Q130924,P577,1835-01-01T00:00:00Z,,1940-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15445697W,statement
Q13103770,Q13103770,P577,1847-01-01T00:00:00Z,,1973-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL7231838W,statement
Q13103770,Q13103770,P577,2002-01-01T00:00:00Z,,1973-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL7231838W,statement
Q1314153,Q1314153,P577,1956-01-01T00:00:00Z,,2000-08-01T00:00:00+00:00Z,https://openlibrary.org/works/OL9080467W,statement
Q1314499,Q1314499,P577,1955-02-08T00:00:00Z,,2004-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5156791W,statement
Q1315191,Q1315191,P577,1993-01-01T00:00:00Z,,1992-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1867105W,statement
Q131719,Q131719,P577,1532-01-01T00:00:00Z,,1908-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1089297W,statement
Q1317839,Q1317839,P577,1909-09-01T00:00:00Z,,1908-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL144822W,statement
Q1317915,Q1317915,P577,1965-01-01T00:00:00Z,,1970-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2172502W,statement
Q132042,Q132042,P577,1855-01-01T00:00:00Z,,1959-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16333W,statement
Q1325403,Q1325403,P577,1906-01-01T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL873097W,statement
Q1325972,Q1325972,P577,1965-01-01T00:00:00Z,,1939-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1242879W,statement
Q1327843,Q1327843,P577,1955-01-01T00:00:00Z,,1951-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL10460640W,statement
Q1331757,Q1331757,P577,1909-01-01T00:00:00Z,,2020-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL272228W,statement
Q13382843,Q13382843,P577,1973-01-01T00:00:00Z,,1974-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17744077W,statement
Q1340493,Q1340493,P577,1854-01-01T00:00:00Z,,1902-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8193387W,statement
Q13424700,Q13424700,P577,1895-01-01T00:00:00Z,,2017-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1487943W,statement
Q13456096,Q13456096,P577,1966-01-01T00:00:00Z,,1972-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1345091W,statement
Q1347066,Q1347066,P577,1951-01-01T00:00:00Z,,1955-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1242948W,statement
Q13471165,Q13471165,P577,1965-01-01T00:00:00Z,,1990-02-28T00:00:00+00:00Z,https://openlibrary.org/works/OL8161139W,statement
Q13476115,Q13476115,P577,2012-02-14T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16142094W,statement
Q13479598,Q13479598,P577,1929-01-01T00:00:00Z,,1864-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2646772W,statement
Q1349759,Q1349759,P577,1992-01-01T00:00:00Z,,2004-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15707388W,statement
Q13512152,Q13512152,P577,2006-10-01T00:00:00Z,,2006-10-03T00:00:00+00:00Z,https://openlibrary.org/works/OL5738576W,statement
Q1351261,Q1351261,P577,1915-01-01T00:00:00Z,,1928-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17011087W,statement
Q13515767,Q13515767,P577,2000-01-01T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8855407W,statement
Q1352419,Q1352419,P577,1915-01-01T00:00:00Z,,1991-12-01T00:00:00+00:00Z,https://openlibrary.org/works/OL77748W,statement
Q1355026,Q1355026,P577,1976-01-01T00:00:00Z,,1978-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL455915W,statement
Q135515,Q135515,P577,1930-01-01T00:00:00Z,,1929-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL82870W,statement
Q13570696,Q13570696,P577,2009-02-01T00:00:00Z,,2008-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL11958215W,statement
Q1373644,Q1373644,P577,1833-01-01T00:00:00Z,,1868-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL85243W,statement
Q1382276,Q1382276,P577,2006-05-09T00:00:00Z,,1539-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL74656W,statement
Q13912,Q13912,P577,1963-11-13T00:00:00Z,,1920-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2568879W,statement
Q1392028,Q1392028,P577,2008-02-04T00:00:00Z,,2008-02-05T00:00:00+00:00Z,https://openlibrary.org/works/OL8110105W,statement
Q1394147,Q1394147,P577,1907-01-01T00:00:00Z,,1923-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3389031W,statement
Q1395765,Q1395765,P577,1748-01-01T00:00:00Z,,1886-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL848436W,statement
Q1400237,Q1400237,P577,1937-01-01T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3032583W,statement
Q140036,Q140036,P577,2007-01-30T00:00:00Z,,1920-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL50231W,statement
Q1401127,Q1401127,P577,2008-04-01T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15522407W,statement
Q1404000,Q1404000,P577,1993-01-01T00:00:00Z,,1999-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15095146W,statement
Q140527,Q140527,P577,1844-01-01T00:00:00Z,,1894-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL36861W,statement
Q140527,Q140527,P577,1845-01-01T00:00:00Z,,1894-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL36861W,statement
Q1407921,Q1407921,P577,2006-01-01T00:00:00Z,,2008-08-29T00:00:00+00:00Z,https://openlibrary.org/works/OL685228W,statement
Q141568,Q141568,P577,1878-01-01T00:00:00Z,,1905-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL44994W,statement
Q1422745,Q1422745,P577,1983-01-01T00:00:00Z,,1983-09-02T00:00:00+00:00Z,https://openlibrary.org/works/OL45886W,statement
Q1423641,Q1423641,P577,2007-09-26T00:00:00Z,,2007-10-23T00:00:00+00:00Z,https://openlibrary.org/works/OL4297219W,statement
Q1426188,Q1426188,P577,1988-01-01T00:00:00Z,,1988-11-24T00:00:00+00:00Z,https://openlibrary.org/works/OL45846W,statement
Q1426258,Q1426258,P577,1961-01-01T00:00:00Z,,1973-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL45809W,statement
Q1427184,Q1427184,P577,1999-11-01T00:00:00Z,,2002-10-03T00:00:00+00:00Z,https://openlibrary.org/works/OL18023807W,statement
Q1427198,Q1427198,P577,2001-09-03T00:00:00Z,,2001-07-23T00:00:00+00:00Z,https://openlibrary.org/works/OL71863W,statement
Q144132,Q144132,P577,1862-01-01T00:00:00Z,,1860-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL88634W,statement
Q1443567,Q1443567,P577,2001-01-01T00:00:00Z,,2000-06-30T00:00:00+00:00Z,https://openlibrary.org/works/OL2887147W,statement
Q14480148,Q14480148,P577,2007-01-01T00:00:00Z,,2009-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL489695W,statement
Q1448153,Q1448153,P577,1995-01-01T00:00:00Z,,1999-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8000519W,statement
Q1452666,Q1452666,P577,1971-01-01T00:00:00Z,,1966-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL109523W,statement
Q1456856,Q1456856,P577,2008-12-01T00:00:00Z,,2007-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17199409W,statement
Q1458945,Q1458945,P577,2005-01-01T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL167174W,statement
Q1461197,Q1461197,P577,1978-01-01T00:00:00Z,,1996-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17734064W,statement
Q14622962,Q14622962,P577,2013-11-05T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16810620W,statement
Q1466931,Q1466931,P577,1987-01-01T00:00:00Z,,1977-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3972825W,statement
Q146866,Q146866,P577,1899-01-01T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL457760W,statement
Q1474159,Q1474159,P577,1982-01-01T00:00:00Z,,1981-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL892022W,statement
Q1474920,Q1474920,P577,2004-09-08T00:00:00Z,,2001-09-04T00:00:00+00:00Z,https://openlibrary.org/works/OL5703422W,statement
Q1476462,Q1476462,P577,1982-01-01T00:00:00Z,,1980-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL45885W,statement
Q147787,Q147787,P577,1877-01-01T00:00:00Z,,1960-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL267096W,statement
Q1484225,Q1484225,P577,2006-01-01T00:00:00Z,,2006-03-07T00:00:00+00:00Z,https://openlibrary.org/works/OL17785205W,statement
Q14868839,Q14868839,P577,2005-01-01T00:00:00Z,,1990-03-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1921559W,statement
Q14905791,Q14905791,P577,2007-06-01T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL24432316W,statement
Q1493270,Q1493270,P577,1958-01-01T00:00:00Z,,1950-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL65897W,statement
Q14945392,Q14945392,P577,1986-01-01T00:00:00Z,,1985-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3353966W,statement
Q14946565,Q14946565,P577,2007-11-15T00:00:00Z,,2007-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL9465823W,statement
Q1498315,Q1498315,P577,1902-01-01T00:00:00Z,,1904-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1105375W,statement
Q1501700,Q1501700,P577,1934-01-01T00:00:00Z,,1935-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL261866W,statement
Q1501991,Q1501991,P577,1999-01-01T00:00:00Z,,2003-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16061037W,statement
Q1501991,Q1501991,P577,2001-01-01T00:00:00Z,,2003-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16061037W,statement
Q15033456,Q15033456,P577,1953-01-01T00:00:00Z,,1954-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL6530170W,statement
Q15033625,Q15033625,P577,1962-01-01T00:00:00Z,,1900-03-20T00:00:00+00:00Z,https://openlibrary.org/works/OL467291W,statement
Q15033983,Q15033983,P577,1983-01-01T00:00:00Z,,1984-08-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2113723W,statement
Q15034311,Q15034311,P577,1984-01-01T00:00:00Z,,1984-11-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1855978W,statement
Q15035002,Q15035002,P577,2008-09-30T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5841565W,statement
Q15035522,Q15035522,P577,2011-01-01T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16117248W,statement
Q15036031,Q15036031,P577,2009-07-01T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15365880W,statement
Q15036439,Q15036439,P577,2013-12-03T00:00:00Z,,2014-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17665558W,statement
Q15036781,Q15036781,P577,1999-01-01T00:00:00Z,,1999-08-01T00:00:00+00:00Z,https://openlibrary.org/works/OL159443W,statement
Q15052495,Q15052495,P577,1929-04-01T00:00:00Z,,1969-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2645476W,statement
Q15053603,Q15053603,P577,1998-04-01T00:00:00Z,,1996-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL14858785W,statement
Q15054687,Q15054687,P577,1995-01-01T00:00:00Z,,1991-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL14858779W,statement
Q15054692,Q15054692,P577,1986-12-01T00:00:00Z,,1985-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4528780W,statement
Q15055899,Q15055899,P577,2000-11-01T00:00:00Z,,1994-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19595932W,statement
Q15060548,Q15060548,P577,2004-03-01T00:00:00Z,,2004-03-25T00:00:00+00:00Z,https://openlibrary.org/works/OL8591045W,statement
Q1507191,Q1507191,P577,1748-01-01T00:00:00Z,,1970-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8998188W,statement
Q150827,Q150827,P577,1818-01-01T00:00:00Z,,2009-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL450063W,statement
Q15090967,Q15090967,P577,1962-01-01T00:00:00Z,,1999-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL14981328W,statement
Q15094019,Q15094019,P577,1985-01-01T00:00:00Z,,1986-06-14T00:00:00+00:00Z,https://openlibrary.org/works/OL20866510W,statement
Q15094019,Q15094019,P577,1985-01-01T00:00:00Z,,1986-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL257775W,statement
Q15097593,Q15097593,P577,2007-01-01T00:00:00Z,,2006-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL54773W,statement
Q15102761,Q15102761,P577,1957-01-01T00:00:00Z,,1956-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4885966W,statement
Q1517178,Q1517178,P577,1891-01-01T00:00:00Z,,1890-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL20169W,statement
Q1517543,Q1517543,P577,2003-01-01T00:00:00Z,,1994-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL453748W,statement
Q1517691,Q1517691,P577,1885-01-01T00:00:00Z,,1885-05-31T00:00:00+00:00Z,https://openlibrary.org/works/OL151445W,statement
Q151883,Q151883,P577,1774-01-01T00:00:00Z,,1849-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL52556W,statement
Q15222347,Q15222347,P577,2014-06-03T00:00:00Z,,2013-11-03T00:00:00+00:00Z,https://openlibrary.org/works/OL16820059W,statement
Q1522255,Q1522255,P577,1964-01-01T00:00:00Z,,1973-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL542247W,statement
Q152267,Q152267,P577,1906-01-01T00:00:00Z,,2000-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL74504W,statement
Q152267,Q152267,P577,1906-05-01T00:00:00Z,,2000-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL74504W,statement
Q15228,Q15228,P577,1954-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL27448W,statement
Q15231929,Q15231929,P577,1973-01-01T00:00:00Z,,1970-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2045107W,statement
Q15238761,Q15238761,P577,2013-10-22T00:00:00Z,,2001-07-18T00:00:00+00:00Z,https://openlibrary.org/works/OL16808471W,statement
Q1531137,Q1531137,P577,2005-01-01T00:00:00Z,,2007-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8053034W,statement
Q1533003,Q1533003,P577,2008-11-11T00:00:00Z,,1998-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL50560W,statement
Q1535422,Q1535422,P577,1909-01-01T00:00:00Z,,1908-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL52269W,statement
Q1535485,Q1535485,P577,1962-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15682223W,statement
Q15377521,Q15377521,P577,1952-01-01T00:00:00Z,,1704-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL261052W,statement
Q1539509,Q1539509,P577,1897-01-01T00:00:00Z,,1968-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL52266W,statement
Q1541914,Q1541914,P577,1985-01-01T00:00:00Z,,1986-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL675783W,statement
Q15419420,Q15419420,P577,1975-01-01T00:00:00Z,,1976-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18369094W,statement
Q1544119,Q1544119,P577,1930-01-01T00:00:00Z,,1915-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL82929W,statement
Q155335,Q155335,P577,1998-02-22T00:00:00Z,,1998-05-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3163560W,statement
Q15546693,Q15546693,P577,2003-01-01T00:00:00Z,,2001-04-23T00:00:00+00:00Z,https://openlibrary.org/works/OL1938304W,statement
Q1557935,Q1557935,P577,1864-01-01T00:00:00Z,,1881-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL13162727W,statement
Q1570068,Q1570068,P577,1878-01-01T00:00:00Z,,1879-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1544844W,statement
Q15710652,Q15710652,P577,2013-01-01T00:00:00Z,,2017-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18020323W,statement
Q15710652,Q15710652,P577,2013-08-20T00:00:00Z,,2017-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18020323W,statement
Q15805798,Q15805798,P577,1934-01-01T00:00:00Z,,1935-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1361351W,statement
Q15844550,Q15844550,P577,1989-01-01T00:00:00Z,,1993-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4803082W,statement
Q1584652,Q1584652,P577,2009-01-01T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17854027W,statement
Q15896607,Q15896607,P577,2003-01-01T00:00:00Z,,2003-06-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8987438W,statement
Q15976340,Q15976340,P577,2011-01-01T00:00:00Z,,1999-04-15T00:00:00+00:00Z,https://openlibrary.org/works/OL8650886W,statement
Q15992599,Q15992599,P577,1990-01-01T00:00:00Z,,1990-04-01T00:00:00+00:00Z,https://openlibrary.org/works/OL971261W,statement
Q15992599,Q15992599,P577,1990-01-01T00:00:00Z,,1994-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL971267W,statement
Q16004495,Q16004495,P577,1994-01-01T00:00:00Z,,1984-08-01T00:00:00+00:00Z,https://openlibrary.org/works/OL762615W,statement
Q1606854,Q1606854,P577,2000-08-01T00:00:00Z,,1999-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL31157W,statement
Q16152606,Q16152606,P577,1901-11-01T00:00:00Z,,1902-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL52202W,statement
Q161531,Q161531,P577,1869-01-01T00:00:00Z,,1949-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL267171W,statement
Q16155962,Q16155962,P577,1913-01-01T00:00:00Z,,2012-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8722827W,statement
Q16155974,Q16155974,P577,1908-01-01T00:00:00Z,,2013-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8444981W,statement
Q16159264,Q16159264,P577,1919-03-01T00:00:00Z,,2019-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL286350W,statement
Q1616808,Q1616808,P577,1858-01-01T00:00:00Z,,2012-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15450W,statement
Q1618986,Q1618986,P577,1987-01-01T00:00:00Z,,1986-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL553827W,statement
Q1619568,Q1619568,P577,1958-01-01T00:00:00Z,,1952-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3906339W,statement
Q1619593,Q1619593,P577,1871-01-01T00:00:00Z,,1914-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15451W,statement
Q16203808,Q16203808,P577,1953-04-03T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1981005W,statement
Q16207487,Q16207487,P577,1966-01-01T00:00:00Z,,1994-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8036090W,statement
Q1621457,Q1621457,P577,2001-05-08T00:00:00Z,,1988-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3351636W,statement
Q16239960,Q16239960,P577,2006-01-01T00:00:00Z,,2005-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL263071W,statement
Q16241627,Q16241627,P577,1985-01-01T00:00:00Z,,1994-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL277413W,statement
Q16251918,Q16251918,P577,2004-01-01T00:00:00Z,,2004-10-04T00:00:00+00:00Z,https://openlibrary.org/works/OL2070079W,statement
Q16254942,Q16254942,P577,1898-01-01T00:00:00Z,,1938-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL69602W,statement
Q1628694,Q1628694,P577,1925-01-01T00:00:00Z,,1926-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL14867051W,statement
Q1630977,Q1630977,P577,2001-01-01T00:00:00Z,,2000-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL111733W,statement
Q1631416,Q1631416,P577,2009-07-30T00:00:00Z,,2007-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5805254W,statement
Q163297,Q163297,P577,1942-01-01T00:00:00Z,,1946-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1230613W,statement
Q16385288,Q16385288,P577,2016-10-08T00:00:00Z,,2013-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16808654W,statement
Q16385988,Q16385988,P577,1821-01-01T00:00:00Z,,1822-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL14853205W,statement
Q16386160,Q16386160,P577,1928-05-01T00:00:00Z,,1920-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL47928W,statement
Q16386409,Q16386409,P577,1936-01-01T00:00:00Z,,1755-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL76506W,statement
Q16387145,Q16387145,P577,1919-01-01T00:00:00Z,,1928-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL76598W,statement
Q1639029,Q1639029,P577,1993-01-01T00:00:00Z,,1994-04-01T00:00:00+00:00Z,https://openlibrary.org/works/OL111750W,statement
