item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q10314931,Q10314931,P577,1749-01-01T00:00:00Z,,1803-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL13176226W,statement
Q10338664,Q10338664,P577,1920-01-01T00:00:00Z,,1969-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2448420W,statement
Q103482972,Q103482972,P577,1973-01-01T00:00:00Z,,1975-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15411805W,statement
Q103482972,Q103482972,P577,1973-01-01T00:00:00Z,,1988-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1809486W,statement
Q103490578,Q103490578,P577,1835-01-01T00:00:00Z,,1865-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17882543W,statement
Q10351063,Q10351063,P577,1970-01-01T00:00:00Z,,1968-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL548552W,statement
Q1035138,Q1035138,P577,1897-01-01T00:00:00Z,,1957-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19842W,statement
Q10381460,Q10381460,P577,2006-01-23T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5808876W,statement
Q103842662,Q103842662,P577,1991-01-01T00:00:00Z,,1991-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2005983W,statement
Q103847675,Q103847675,P577,1924-01-01T00:00:00Z,,1998-11-25T00:00:00+00:00Z,https://openlibrary.org/works/OL9997106W,statement
Q103900418,Q103900418,P577,2020-01-01T00:00:00Z,,2021-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL25797287W,statement
Q103962599,Q103962599,P577,2012-11-02T00:00:00Z,,2012-11-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19649046W,statement
Q103963519,Q103963519,P577,2013-08-30T00:00:00Z,,2013-10-12T00:00:00+00:00Z,https://openlibrary.org/works/OL19409972W,statement
Q104113251,Q104113251,P577,2005-02-24T00:00:00Z,,1977-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL23992041W,statement
Q1042398,Q1042398,P577,1984-01-01T00:00:00Z,,1986-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8876479W,statement
Q104370246,Q104370246,P577,1877-01-01T00:00:00Z,,1880-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16278662W,statement
Q104370246,Q104370246,P577,1877-01-01T00:00:00Z,,1880-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17784288W,statement
Q104370246,Q104370246,P577,1877-01-01T00:00:00Z,,1878-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL651937W,statement
Q1043792,Q1043792,P577,1872-01-01T00:00:00Z,,2017-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2895536W,statement
Q104385371,Q104385371,P577,2000-01-01T00:00:00Z,,2000-11-13T00:00:00+00:00Z,https://openlibrary.org/works/OL6361970W,statement
Q104416085,Q104416085,P577,1879-01-01T00:00:00Z,,1887-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1113514W,statement
Q104416466,Q104416466,P577,1875-01-01T00:00:00Z,,1915-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15428294W,statement
Q1045464,Q1045464,P577,1920-01-01T00:00:00Z,,1996-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL98491W,statement
Q104554889,Q104554889,P577,1647-01-01T00:00:00Z,,1648-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1108759W,statement
Q1045762,Q1045762,P577,1789-01-01T00:00:00Z,,1793-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1308875W,statement
Q104640025,Q104640025,P577,1941-01-01T00:00:00Z,,1991-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL609155W,statement
Q104640031,Q104640031,P577,1947-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL609154W,statement
Q104645955,Q104645955,P577,1891-01-01T00:00:00Z,,1889-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL205572W,statement
Q104667966,Q104667966,P577,1857-01-01T00:00:00Z,,1860-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5230415W,statement
Q104670473,Q104670473,P577,2007-01-01T00:00:00Z,,2007-10-05T00:00:00+00:00Z,https://openlibrary.org/works/OL18618657W,statement
Q104678455,Q104678455,P577,1863-01-01T00:00:00Z,,1891-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5230429W,statement
Q104693770,Q104693770,P577,1850-01-01T00:00:00Z,,1854-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL7897399W,statement
Q1047156,Q1047156,P577,1936-01-01T00:00:00Z,,1935-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL35951W,statement
Q104717435,Q104717435,P577,1857-01-01T00:00:00Z,,1849-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5230448W,statement
Q104720494,Q104720494,P577,1877-01-01T00:00:00Z,,1884-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL228589W,statement
Q10474829,Q10474829,P577,1939-01-01T00:00:00Z,,1940-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3404238W,statement
Q104771308,Q104771308,P577,1847-01-01T00:00:00Z,,1845-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5230428W,statement
Q104777400,Q104777400,P577,1896-01-01T00:00:00Z,,1897-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15677356W,statement
Q1047909,Q1047909,P577,1990-01-01T00:00:00Z,,1991-02-01T00:00:00+00:00Z,https://openlibrary.org/works/OL149138W,statement
Q104813996,Q104813996,P577,1834-07-17T00:00:00Z,,1840-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL13172837W,statement
Q1048615,Q1048615,P577,1985-06-26T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2683553W,statement
Q1048916,Q1048916,P577,1897-01-01T00:00:00Z,,1899-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL551668W,statement
Q105083010,Q105083010,P577,2005-01-01T00:00:00Z,,2007-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15180538W,statement
Q1051225,Q1051225,P577,2017-01-01T00:00:00Z,,1964-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL109505W,statement
Q10526370,Q10526370,P577,1957-01-01T00:00:00Z,,1968-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL11333818W,statement
Q105295881,Q105295881,P577,1911-01-01T00:00:00Z,,1947-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1401738W,statement
Q1053313,Q1053313,P577,1581-01-01T00:00:00Z,,1590-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL502973W,statement
Q105368710,Q105368710,P577,1981-01-01T00:00:00Z,,1977-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1333929W,statement
Q105422601,Q105422601,P577,1990-01-01T00:00:00Z,,1999-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4850397W,statement
Q10542382,Q10542382,P577,1950-01-01T00:00:00Z,,1920-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1937789W,statement
Q105475015,Q105475015,P577,2005-10-03T00:00:00Z,,2005-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8576710W,statement
Q105475975,Q105475975,P577,1959-01-01T00:00:00Z,,1954-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5128439W,statement
Q105475978,Q105475978,P577,1963-01-01T00:00:00Z,,1954-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5128424W,statement
Q105515366,Q105515366,P577,2019-01-01T00:00:00Z,,2019-02-25T00:00:00+00:00Z,https://openlibrary.org/works/OL24201775W,statement
Q105516643,Q105516643,P577,1958-01-01T00:00:00Z,,1958-06-01T00:00:00+00:00Z,https://openlibrary.org/works/OL7524445W,statement
Q1055881,Q1055881,P577,1859-01-01T00:00:00Z,,2005-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1068091W,statement
Q1056787,Q1056787,P577,1913-01-01T00:00:00Z,,1910-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL272226W,statement
Q105700790,Q105700790,P577,1878-01-01T00:00:00Z,,1880-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1562120W,statement
Q105713497,Q105713497,P577,1865-01-01T00:00:00Z,,1869-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1532354W,statement
Q105723924,Q105723924,P577,1963-01-01T00:00:00Z,,1963-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8083382W,statement
Q105745722,Q105745722,P577,1964-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL6900371W,statement
Q105755508,Q105755508,P577,2013-08-27T00:00:00Z,,2015-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19355636W,statement
Q1057725,Q1057725,P577,2002-01-01T00:00:00Z,,2005-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15419984W,statement
Q105792498,Q105792498,P577,2003-01-01T00:00:00Z,,2002-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4122005W,statement
Q105817442,Q105817442,P577,1999-09-16T00:00:00Z,,1997-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18969787W,statement
Q105836543,Q105836543,P577,2002-05-23T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL6069757W,statement
Q105837344,Q105837344,P577,2017-09-05T00:00:00Z,,2019-04-02T00:00:00+00:00Z,https://openlibrary.org/works/OL20153212W,statement
Q105954279,Q105954279,P577,1987-01-01T00:00:00Z,,1986-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL24231851W,statement
Q106044026,Q106044026,P577,1970-01-01T00:00:00Z,,1973-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL9336655W,statement
Q1060471,Q1060471,P577,1891-01-01T00:00:00Z,,1965-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL262561W,statement
Q106094659,Q106094659,P577,1905-05-03T00:00:00Z,,1907-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4734250W,statement
Q106228513,Q106228513,P577,1899-01-01T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16551088W,statement
Q106234619,Q106234619,P577,1899-01-01T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16092524W,statement
Q1062365,Q1062365,P577,1890-01-01T00:00:00Z,,1899-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL573193W,statement
Q106240845,Q106240845,P577,1899-01-01T00:00:00Z,,1900-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16583930W,statement
Q106244124,Q106244124,P577,1869-01-01T00:00:00Z,,1888-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL244044W,statement
Q106253765,Q106253765,P577,1927-01-01T00:00:00Z,,1946-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL910427W,statement
Q106256392,Q106256392,P577,1867-01-01T00:00:00Z,,1860-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3717027W,statement
Q106291852,Q106291852,P577,1840-01-01T00:00:00Z,,1845-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5944494W,statement
Q106322106,Q106322106,P577,1753-01-01T00:00:00Z,,1786-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL11107190W,statement
Q106365433,Q106365433,P577,1897-01-01T00:00:00Z,,1895-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5287282W,statement
Q106368218,Q106368218,P577,1764-01-01T00:00:00Z,,1790-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16287941W,statement
Q106368218,Q106368218,P577,1800-01-01T00:00:00Z,,1790-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16287941W,statement
Q106427332,Q106427332,P577,1975-01-01T00:00:00Z,,1977-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL4297779W,statement
Q106430847,Q106430847,P577,2014-04-25T00:00:00Z,,2011-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19780675W,statement
Q106453112,Q106453112,P577,1999-06-30T00:00:00Z,,2012-10-23T00:00:00+00:00Z,https://openlibrary.org/works/OL20791404W,statement
Q1064945,Q1064945,P577,2000-01-01T00:00:00Z,,2001-10-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8453885W,statement
Q106512295,Q106512295,P577,1901-01-01T00:00:00Z,,1905-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1105370W,statement
Q1065473,Q1065473,P577,1986-01-01T00:00:00Z,,1984-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5683507W,statement
Q106596486,Q106596486,P577,1975-01-01T00:00:00Z,,1986-07-04T00:00:00+00:00Z,https://openlibrary.org/works/OL1933573W,statement
Q106631134,Q106631134,P577,2009-12-16T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15567473W,statement
Q106684960,Q106684960,P577,2015-01-01T00:00:00Z,,2013-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL20714394W,statement
Q106696941,Q106696941,P577,1936-01-01T00:00:00Z,,2018-03-01T00:00:00+00:00Z,https://openlibrary.org/works/OL34794367W,statement
Q106832790,Q106832790,P577,2015-01-01T00:00:00Z,,2014-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL20052866W,statement
Q106832793,Q106832793,P577,2016-01-01T00:00:00Z,,2014-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL21327696W,statement
Q106832807,Q106832807,P577,1990-01-01T00:00:00Z,,1990-04-01T00:00:00+00:00Z,https://openlibrary.org/works/OL8350346W,statement
Q106832814,Q106832814,P577,2005-01-01T00:00:00Z,,2005-08-12T00:00:00+00:00Z,https://openlibrary.org/works/OL9745214W,statement
Q106849843,Q106849843,P577,1912-01-01T00:00:00Z,,1898-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL161930W,statement
Q106903336,Q106903336,P577,2015-01-01T00:00:00Z,,2014-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL21102342W,statement
Q106917710,Q106917710,P577,2016-08-01T00:00:00Z,,2016-08-31T00:00:00+00:00Z,https://openlibrary.org/works/OL21686832W,statement
Q106963817,Q106963817,P577,1884-01-01T00:00:00Z,,1880-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL157644W,statement
Q107001462,Q107001462,P577,1998-01-01T00:00:00Z,,1998-11-01T00:00:00+00:00Z,https://openlibrary.org/works/OL74349W,statement
Q107058276,Q107058276,P577,2010-01-01T00:00:00Z,,2011-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19729406W,statement
Q107069924,Q107069924,P577,1996-01-01T00:00:00Z,,1996-02-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3536225W,statement
Q107071377,Q107071377,P577,2019-01-01T00:00:00Z,,2017-10-15T00:00:00+00:00Z,https://openlibrary.org/works/OL20794461W,statement
Q107179900,Q107179900,P577,1834-01-01T00:00:00Z,,1828-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1537563W,statement
Q107208777,Q107208777,P577,1899-01-01T00:00:00Z,,1902-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL44912W,statement
Q1072334,Q1072334,P577,1981-01-01T00:00:00Z,,1981-03-03T00:00:00+00:00Z,https://openlibrary.org/works/OL149156W,statement
Q107240970,Q107240970,P577,2005-01-01T00:00:00Z,,2005-09-01T00:00:00+00:00Z,https://openlibrary.org/works/OL6046930W,statement
Q107242044,Q107242044,P577,1694-01-01T00:00:00Z,,1996-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL10185226W,statement
Q107275380,Q107275380,P577,2013-01-01T00:00:00Z,,2015-02-02T00:00:00+00:00Z,https://openlibrary.org/works/OL20290426W,statement
Q107419823,Q107419823,P577,2020-02-08T00:00:00Z,,2019-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL20650206W,statement
Q107486776,Q107486776,P577,2000-01-01T00:00:00Z,,1954-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1320568W,statement
Q107605287,Q107605287,P577,2006-01-01T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL20920720W,statement
Q107689768,Q107689768,P577,1983-01-01T00:00:00Z,,1990-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2782084W,statement
Q107919904,Q107919904,P577,1967-01-01T00:00:00Z,,1963-06-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2162573W,statement
Q108103165,Q108103165,P577,1900-01-01T00:00:00Z,,1911-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL198151W,statement
Q108151192,Q108151192,P577,2006-01-01T00:00:00Z,,2005-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL5836399W,statement
Q108228188,Q108228188,P577,2000-01-01T00:00:00Z,,2021-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL24874178W,statement
Q108325856,Q108325856,P577,1988-01-01T00:00:00Z,,1988-06-01T00:00:00+00:00Z,https://openlibrary.org/works/OL7388855W,statement
Q108377522,Q108377522,P577,2016-01-01T00:00:00Z,,2017-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL19741409W,statement
Q108415509,Q108415509,P577,2020-05-05T00:00:00Z,,2019-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL20148914W,statement
Q10855412,Q10855412,P577,1927-01-01T00:00:00Z,,1926-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL111348W,statement
Q10855412,Q10855412,P577,1954-06-01T00:00:00Z,,1926-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL111348W,statement
Q108605179,Q108605179,P577,2006-01-01T00:00:00Z,,2017-04-13T00:00:00+00:00Z,https://openlibrary.org/works/OL24331806W,statement
Q108651366,Q108651366,P577,2006-01-01T00:00:00Z,,2007-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17710508W,statement
Q108671720,Q108671720,P577,1985-01-01T00:00:00Z,,1987-09-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18166618W,statement
Q108774420,Q108774420,P577,1901-01-01T00:00:00Z,,1910-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17683061W,statement
Q108777419,Q108777419,P577,1774-01-01T00:00:00Z,,1808-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15515242W,statement
Q1088001,Q1088001,P577,1971-01-01T00:00:00Z,,1987-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL11631672W,statement
Q10884462,Q10884462,P577,2003-01-01T00:00:00Z,,2004-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17742882W,statement
Q10885793,Q10885793,P577,2008-10-24T00:00:00Z,,2011-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17904331W,statement
Q10887054,Q10887054,P577,2006-12-07T00:00:00Z,,2010-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17738701W,statement
Q10888541,Q10888541,P577,2007-09-13T00:00:00Z,,2006-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3001392W,statement
Q108922806,Q108922806,P577,1931-01-01T00:00:00Z,,1932-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL6396810W,statement
Q1090244,Q1090244,P577,1956-01-01T00:00:00Z,,1968-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2172510W,statement
Q109046366,Q109046366,P577,2000-01-01T00:00:00Z,,2001-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2042564W,statement
Q1091320,Q1091320,P577,1995-01-01T00:00:00Z,,2006-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16068538W,statement
Q10930264,Q10930264,P577,2011-02-05T00:00:00Z,,2008-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17742786W,statement
Q109353738,Q109353738,P577,2021-05-18T00:00:00Z,,2020-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL21887625W,statement
Q109394441,Q109394441,P577,1937-01-01T00:00:00Z,,1936-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL95059W,statement
Q1095231,Q1095231,P577,1949-01-01T00:00:00Z,,1948-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL1242804W,statement
Q109617045,Q109617045,P577,1838-01-01T00:00:00Z,,1834-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL3516718W,statement
Q109656781,Q109656781,P577,2000-01-01T00:00:00Z,,2001-03-15T00:00:00+00:00Z,https://openlibrary.org/works/OL1882189W,statement
Q109924449,Q109924449,P577,1840-01-01T00:00:00Z,,1841-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18065918W,statement
Q109924451,Q109924451,P577,1840-01-01T00:00:00Z,,1842-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL18040786W,statement
Q109931737,Q109931737,P577,1994-01-01T00:00:00Z,,2006-07-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2947469W,statement
Q109952673,Q109952673,P577,2002-01-01T00:00:00Z,,2002-04-01T00:00:00+00:00Z,https://openlibrary.org/works/OL23789829W,statement
Q109996684,Q109996684,P577,2009-01-01T00:00:00Z,,2008-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17618370W,statement
Q1101819,Q1101819,P577,1895-01-01T00:00:00Z,,1984-05-31T00:00:00+00:00Z,https://openlibrary.org/works/OL19926W,statement
Q110207684,Q110207684,P577,1852-01-01T00:00:00Z,,1853-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16762677W,statement
Q110207688,Q110207688,P577,1856-01-01T00:00:00Z,,1855-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL11893534W,statement
Q110208154,Q110208154,P577,1844-01-01T00:00:00Z,,1840-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL250861W,statement
Q110214273,Q110214273,P577,1847-01-01T00:00:00Z,,1800-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15241871W,statement
Q110247787,Q110247787,P577,2017-01-01T00:00:00Z,,2017-10-10T00:00:00+00:00Z,https://openlibrary.org/works/OL20221550W,statement
Q110372103,Q110372103,P577,1848-01-01T00:00:00Z,,1835-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16751154W,statement
Q110621714,Q110621714,P577,1851-01-01T00:00:00Z,,1917-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL16837864W,statement
Q1106283,Q1106283,P577,1967-01-01T00:00:00Z,,1974-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2172525W,statement
Q110655971,Q110655971,P577,1912-01-01T00:00:00Z,,1502-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL11100883W,statement
Q110656341,Q110656341,P577,1824-01-01T00:00:00Z,,2015-10-04T00:00:00+00:00Z,https://openlibrary.org/works/OL24689069W,statement
Q110698508,Q110698508,P577,1777-01-01T00:00:00Z,,1782-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL15727029W,statement
Q1107000,Q1107000,P577,1922-01-01T00:00:00Z,,1999-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL51148W,statement
Q11074238,Q11074238,P577,2005-09-22T00:00:00Z,,2007-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL17727325W,statement
Q110765335,Q110765335,P577,1903-01-01T00:00:00Z,,1904-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL10420250W,statement
Q110799233,Q110799233,P577,1858-01-01T00:00:00Z,,1859-01-01T00:00:00+00:00Z,https://openlibrary.org/works/OL2507967W,statement
