"item","openLibraryID","publicationDate"
"Q100917592","OL15962194W","2010-01-01T00:00:00Z"
"Q100975312","OL7124276W","1888-01-01T00:00:00Z"
"Q100983029","OL6951066W","1975-01-01T00:00:00Z"
"Q100983782","OL5113933W","1977-01-01T00:00:00Z"
"Q100985157","OL5908242W","1961-01-01T00:00:00Z"
"Q101007030","OL4443491W","1972-01-01T00:00:00Z"
"Q101050336","OL1614215W","0943-01-01T00:00:00Z"
"Q1010653","OL59684W","1984-09-01T00:00:00Z"
"Q101093537","OL20863211W","2020-01-01T00:00:00Z"
"Q101095031","OL20083361W","2016-01-01T00:00:00Z"
"Q101097639","OL33675431W","1958-01-01T00:00:00Z"
"Q101113113","OL2183184W","1991-01-01T00:00:00Z"
"Q101199275","OL2501299W","1928-01-01T00:00:00Z"
"Q101203153","OL6406474W","1930-01-01T00:00:00Z"
"Q101208477","OL16844421W","1811-01-01T00:00:00Z"
"Q101231386","OL20152401W","2018-01-01T00:00:00Z"
"Q101244301","OL1238360W","1982-01-01T00:00:00Z"
"Q101244422","OL20791616W","1979-12-01T00:00:00Z"
"Q101244504","OL23016553W","2019-01-01T00:00:00Z"
"Q101437274","OL23081928W","2017-01-18T00:00:00Z"
"Q101437884","OL19601627W","2018-08-12T00:00:00Z"
"Q101438737","OL22235242W","2020-11-17T00:00:00Z"
"Q101488311","OL15746095W","1892-01-01T00:00:00Z"
"Q101582827","OL5455927W","1896-01-01T00:00:00Z"
"Q101582827","OL5455927W","1906-01-01T00:00:00Z"
"Q101605442","OL7028150W","1891-01-01T00:00:00Z"
"Q101660411","OL18560764W","2009-01-01T00:00:00Z"
"Q101717966","OL7721264W","1912-01-01T00:00:00Z"
"Q1018063","OL11466821W","1968-01-01T00:00:00Z"
"Q101975405","OL20644341W","2020-01-21T00:00:00Z"
"Q101987239","OL17860744W","2016-01-01T00:00:00Z"
"Q102036201","OL21680947W","2020-01-01T00:00:00Z"
"Q102045488","OL28414W","1938-01-01T00:00:00Z"
"Q102047784","OL60584W","1985-09-01T00:00:00Z"
"Q102047784","OL60584W","1985-09-19T00:00:00Z"
"Q102077155","OL1160090W","1943-01-01T00:00:00Z"
"Q102078990","OL20909969W","2020-07-07T00:00:00Z"
"Q1020988","OL23956773W","2005-01-01T00:00:00Z"
"Q102254826","OL2963717W","1953-01-01T00:00:00Z"
"Q102290034","OL14876363W","1878-01-01T00:00:00Z"
"Q102292128","OL10364578W","1902-01-01T00:00:00Z"
"Q102405275","OL17896480W","2015-08-25T00:00:00Z"
"Q102405749","OL16564713W","2012-04-03T00:00:00Z"
"Q102405750","OL21883952W","2018-04-17T00:00:00Z"
"Q10260523","OL3708596W","2000-01-01T00:00:00Z"
"Q10263869","OL16050667W","1978-01-01T00:00:00Z"
"Q10263869","OL16050667W","2001-12-18T00:00:00Z"
"Q10266127","OL1223871W","1954-01-01T00:00:00Z"
"Q10273497","OL495656W","1975-01-01T00:00:00Z"
"Q10274701","OL6238046W","2006-01-01T00:00:00Z"
"Q1027487","OL16056950W","1938-01-01T00:00:00Z"
"Q10282200","OL15484529W","2010-01-01T00:00:00Z"
"Q10288003","OL15836502W","2000-01-01T00:00:00Z"
"Q10289360","OL106046W","1984-10-30T00:00:00Z"
"Q102951790","OL3910843W","2001-01-01T00:00:00Z"
"Q102951790","OL3910843W","2001-04-01T00:00:00Z"
"Q10299727","OL7975493W","2005-01-01T00:00:00Z"
"Q10302112","OL2304885W","2000-01-01T00:00:00Z"
"Q1031337","OL1882190W","1998-01-01T00:00:00Z"
"Q1031337","OL1882193W","1998-01-01T00:00:00Z"
"Q10314931","OL13176226W","1749-01-01T00:00:00Z"
"Q1031831","OL3404228W","1929-01-01T00:00:00Z"
"Q1032190","OL15321W","1979-01-01T00:00:00Z"
"Q10322956","OL71731W","1983-01-01T00:00:00Z"
"Q10323047","OL1756924W","1997-01-01T00:00:00Z"
"Q1032354","OL17068138W","2001-01-30T00:00:00Z"
"Q10328146","OL1884257W","1998-01-01T00:00:00Z"
"Q10336672","OL5702533W","2003-01-01T00:00:00Z"
"Q10338664","OL2448420W","1920-01-01T00:00:00Z"
"Q10339727","OL14954179W","1996-04-01T00:00:00Z"
"Q10339727","OL14954179W","1997-01-04T00:00:00Z"
"Q10344253","OL492864W","2007-01-01T00:00:00Z"
"Q1034591","OL266834W","1969-01-01T00:00:00Z"
"Q103482972","OL15411805W","1973-01-01T00:00:00Z"
"Q103482972","OL1809482W","1973-01-01T00:00:00Z"
"Q103482972","OL1809486W","1973-01-01T00:00:00Z"
"Q103482972","OL8275395W","1973-01-01T00:00:00Z"
"Q103490578","OL17882543W","1835-01-01T00:00:00Z"
"Q10351063","OL548552W","1970-01-01T00:00:00Z"
"Q1035138","OL19842W","1897-01-01T00:00:00Z"
"Q10360271","OL17536107W","2009-01-01T00:00:00Z"
"Q103623505","OL20917126W","2020-01-28T00:00:00Z"
"Q1036769","OL491869W","1999-02-10T00:00:00Z"
"Q10371890","OL17694977W","2001-01-01T00:00:00Z"
"Q10381235","OL16727W","1936-01-01T00:00:00Z"
"Q10381239","OL16713W","1935-01-01T00:00:00Z"
"Q10381243","OL16688W","1938-01-01T00:00:00Z"
"Q10381460","OL5808876W","2006-01-23T00:00:00Z"
"Q103815759","OL63879W","1835-01-01T00:00:00Z"
"Q1038174","OL17730580W","1946-01-01T00:00:00Z"
"Q103819282","OL1999764W","1995-01-01T00:00:00Z"
"Q103826645","OL752981W","1911-01-01T00:00:00Z"
"Q103828619","OL752980W","1913-01-01T00:00:00Z"
"Q103830396","OL1503280W","1899-01-01T00:00:00Z"
"Q103832092","OL2247664W","1661-01-01T00:00:00Z"
"Q103842662","OL2005983W","1991-01-01T00:00:00Z"
"Q103842664","OL2005976W","2008-01-01T00:00:00Z"
"Q103847675","OL9997106W","1924-01-01T00:00:00Z"
"Q103848407","OL1536540W","1914-01-01T00:00:00Z"
"Q103862057","OL220903W","1899-01-01T00:00:00Z"
"Q103865815","OL220902W","1904-01-01T00:00:00Z"
"Q10387403","OL2561866W","2006-06-15T00:00:00Z"
"Q103874184","OL233970W","1905-01-01T00:00:00Z"
"Q10388316","OL13794546W","1918-01-01T00:00:00Z"
"Q103900418","OL25797287W","2020-01-01T00:00:00Z"
"Q103936931","OL1536538W","1915-01-01T00:00:00Z"
"Q1039475","OL3348666W","2007-01-01T00:00:00Z"
"Q1039475","OL3348666W","2007-09-01T00:00:00Z"
"Q103962599","OL19649046W","2012-11-02T00:00:00Z"
"Q103963519","OL19409972W","2013-08-30T00:00:00Z"
"Q10397393","OL12565293W","1970-01-01T00:00:00Z"
"Q104094843","OL1514283W","1858-01-01T00:00:00Z"
"Q104113251","OL23992041W","2005-02-24T00:00:00Z"
"Q1041237","OL15843776W","1999-01-01T00:00:00Z"
"Q104154578","OL1645864W","1855-01-01T00:00:00Z"
"Q104161924","OL7675232W","1862-01-01T00:00:00Z"
"Q104162218","OL248850W","1862-01-01T00:00:00Z"
"Q104195716","OL17356053W","2015-01-01T00:00:00Z"
"Q104205667","OL8799255W","1971-05-01T00:00:00Z"
"Q1042294","OL2163719W","1984-01-01T00:00:00Z"
"Q1042398","OL8876479W","1984-01-01T00:00:00Z"
"Q104370246","OL16278662W","1877-01-01T00:00:00Z"
"Q104370246","OL17784288W","1877-01-01T00:00:00Z"
"Q104370246","OL651937W","1877-01-01T00:00:00Z"
"Q104374105","OL3468615W","1919-01-01T00:00:00Z"
"Q1043792","OL2895536W","1872-01-01T00:00:00Z"
"Q104385371","OL6361970W","2000-01-01T00:00:00Z"
"Q104388519","OL7246269W","1968-01-01T00:00:00Z"
"Q104407058","OL2656057W","1977-01-01T00:00:00Z"
"Q104414021","OL2341358W","1907-01-01T00:00:00Z"
"Q104416085","OL1113514W","1879-01-01T00:00:00Z"
"Q104416375","OL1113462W","1896-01-01T00:00:00Z"
"Q104416466","OL15428294W","1875-01-01T00:00:00Z"
"Q104502846","OL1472577W","1895-01-01T00:00:00Z"
"Q104520900","OL176168W","1976-01-01T00:00:00Z"
"Q1045464","OL98491W","1920-01-01T00:00:00Z"
"Q10455260","OL16002093W","2011-01-01T00:00:00Z"
"Q104554889","OL1108759W","1647-01-01T00:00:00Z"
"Q1045762","OL1308875W","1789-01-01T00:00:00Z"
"Q104594682","OL2340779W","1899-01-01T00:00:00Z"
"Q104595703","OL2340788W","1896-01-01T00:00:00Z"
"Q104596132","OL19915768W","2019-02-12T00:00:00Z"
"Q104596376","OL2340786W","1895-01-01T00:00:00Z"
"Q104597449","OL2340783W","1895-01-01T00:00:00Z"
"Q104597708","OL2340787W","1901-01-01T00:00:00Z"
"Q104601504","OL2340784W","1896-01-01T00:00:00Z"
"Q104601690","OL2340778W","1895-01-01T00:00:00Z"
"Q104602926","OL2340790W","1899-01-01T00:00:00Z"
"Q104603022","OL2342387W","1897-01-01T00:00:00Z"
"Q104603890","OL226606W","1890-01-01T00:00:00Z"
"Q104621629","OL226607W","1891-01-01T00:00:00Z"
"Q104631410","OL226602W","1896-01-01T00:00:00Z"
"Q104632611","OL2337314W","1905-01-01T00:00:00Z"
"Q104640025","OL609155W","1941-01-01T00:00:00Z"
"Q104640031","OL609154W","1947-01-01T00:00:00Z"
"Q104640078","OL609158W","1979-01-01T00:00:00Z"
"Q104645955","OL205572W","1891-01-01T00:00:00Z"
"Q104655727","OL18071425W","1882-01-01T00:00:00Z"
"Q104667966","OL5230415W","1857-01-01T00:00:00Z"
"Q104668094","OL20058439W","2017-01-01T00:00:00Z"
"Q104668249","OL2339402W","1888-01-01T00:00:00Z"
"Q104670473","OL18618657W","2007-01-01T00:00:00Z"
"Q104677807","OL24143399W","2004-01-01T00:00:00Z"
"Q104678455","OL5230429W","1863-01-01T00:00:00Z"
"Q104693770","OL7897399W","1850-01-01T00:00:00Z"
"Q104694715","OL2873175W","1997-01-01T00:00:00Z"
"Q10470053","OL1902801W","1980-01-01T00:00:00Z"
"Q10470112","OL1902800W","1983-01-01T00:00:00Z"
"Q104705926","OL1500943W","1845-01-01T00:00:00Z"
"Q104708343","OL8516557W","1916-01-01T00:00:00Z"
"Q1047156","OL35951W","1936-01-01T00:00:00Z"
"Q104717435","OL5230448W","1857-01-01T00:00:00Z"
"Q104717461","OL24141947W","1849-01-01T00:00:00Z"
"Q104720494","OL228589W","1877-01-01T00:00:00Z"
"Q10472591","OL3404263W","1931-01-01T00:00:00Z"
"Q104747218","OL15306944W","1903-01-01T00:00:00Z"
"Q10474829","OL3404238W","1939-01-01T00:00:00Z"
"Q10474829","OL3404238W","1940-01-01T00:00:00Z"
"Q10474832","OL3404259W","1936-01-01T00:00:00Z"
"Q104759885","OL1342273W","1980-01-01T00:00:00Z"
"Q104760652","OL2295630W","1919-01-01T00:00:00Z"
"Q104764884","OL5230418W","1856-08-08T00:00:00Z"
"Q104764993","OL16444274W","1857-12-09T00:00:00Z"
"Q1047711","OL85753W","1953-04-13T00:00:00Z"
"Q104771308","OL5230428W","1845-01-01T00:00:00Z"
"Q104771308","OL5230428W","1847-01-01T00:00:00Z"
"Q104777400","OL15677356W","1896-01-01T00:00:00Z"
"Q1047909","OL149138W","1990-01-01T00:00:00Z"
"Q10480203","OL16251842W","1977-01-01T00:00:00Z"
"Q104805538","OL24146090W","1833-01-01T00:00:00Z"
"Q104813996","OL13172837W","1834-07-17T00:00:00Z"
"Q104816654","OL18702383W","2009-01-01T00:00:00Z"
"Q104825368","OL2617105W","1961-01-01T00:00:00Z"
"Q104833093","OL19368505W","1896-01-01T00:00:00Z"
"Q104833974","OL2756694W","1925-01-01T00:00:00Z"
"Q104848628","OL17317623W","2011-01-01T00:00:00Z"
"Q104858163","OL36438030W","1986-01-01T00:00:00Z"
"Q1048615","OL2683553W","1965-01-01T00:00:00Z"
"Q1048615","OL2683553W","1985-06-26T00:00:00Z"
"Q104868719","OL718268W","1952-09-18T00:00:00Z"
"Q104871","OL362703W","1600-01-01T00:00:00Z"
"Q104885619","OL16157382W","2011-01-01T00:00:00Z"
"Q1048916","OL551668W","1897-01-01T00:00:00Z"
"Q104904345","OL1825062W","2000-01-01T00:00:00Z"
"Q104904345","OL1825062W","2000-10-01T00:00:00Z"
"Q10494155","OL15955549W","2010-09-16T00:00:00Z"
"Q1050014","OL46347W","1986-01-01T00:00:00Z"
"Q105044058","OL21229708W","2021-03-02T00:00:00Z"
"Q105046587","OL2619486W","1966-01-01T00:00:00Z"
"Q105046731","OL2619487W","1970-01-01T00:00:00Z"
"Q105066555","OL7133799W","1887-01-01T00:00:00Z"
"Q105069460","OL17660354W","1909-01-01T00:00:00Z"
"Q105075352","OL20660371W","2020-01-01T00:00:00Z"
"Q105081200","OL17463027W","2011-04-29T00:00:00Z"
"Q105083010","OL15180538W","2005-01-01T00:00:00Z"
"Q105083354","OL20782164W","2014-01-01T00:00:00Z"
"Q105083362","OL17631018W","2015-09-22T00:00:00Z"
"Q105083380","OL20034851W","2016-09-20T00:00:00Z"
"Q105083473","OL19666139W","2014-05-20T00:00:00Z"
"Q105104003","OL2905160W","1927-01-01T00:00:00Z"
"Q105105171","OL2905192W","1931-01-01T00:00:00Z"
"Q1051225","OL109505W","2017-01-01T00:00:00Z"
"Q105124371","OL17875967W","2018-01-01T00:00:00Z"
"Q105163549","OL20153327W","2019-01-01T00:00:00Z"
"Q105182803","OL16592072W","2012-01-01T00:00:00Z"
"Q1051965","OL17741666W","2004-01-01T00:00:00Z"
"Q1051999","OL81586W","2002-09-24T00:00:00Z"
"Q1052459","OL453936W","1990-05-01T00:00:00Z"
"Q10526370","OL11333818W","1957-01-01T00:00:00Z"
"Q105278885","OL2321827W","1880-01-01T00:00:00Z"
"Q105295881","OL1401738W","1911-01-01T00:00:00Z"
"Q105321192","OL206159W","1909-01-01T00:00:00Z"
"Q1053313","OL502973W","1581-01-01T00:00:00Z"
"Q105356972","OL196104W","1883-01-01T00:00:00Z"
"Q105358140","OL13303011W","1983-01-01T00:00:00Z"
"Q105368710","OL1333929W","1981-01-01T00:00:00Z"
"Q105369310","OL24191215W","1872-01-01T00:00:00Z"
"Q1053921","OL1704892W","2000-01-01T00:00:00Z"
"Q1053942","OL2630082W","1989-01-01T00:00:00Z"
"Q10539859","OL1337123W","1954-10-15T00:00:00Z"
"Q105404712","OL5507675W","1995-09-01T00:00:00Z"
"Q105404943","OL17308629W","2011-01-01T00:00:00Z"
"Q105405042","OL5507674W","1981-01-01T00:00:00Z"
"Q1054065","OL7978053W","1959-01-01T00:00:00Z"
"Q105409786","OL20640211W","2020-01-01T00:00:00Z"
"Q105422601","OL4850397W","1990-01-01T00:00:00Z"
"Q10542382","OL1937789W","1950-01-01T00:00:00Z"
"Q105426887","OL17777745W","1873-01-01T00:00:00Z"
"Q105473555","OL24229351W","2021-08-03T00:00:00Z"
"Q105475015","OL8576710W","2005-10-03T00:00:00Z"
"Q105475975","OL5128439W","1959-01-01T00:00:00Z"
"Q105475977","OL8001522W","1959-01-01T00:00:00Z"
"Q105475978","OL5128424W","1963-01-01T00:00:00Z"
"Q105492065","OL99425W","1833-01-01T00:00:00Z"
"Q105501541","OL23614481W","2021-02-02T00:00:00Z"
"Q1055141","OL74658W","1998-01-01T00:00:00Z"
"Q105515366","OL24201775W","2019-01-01T00:00:00Z"
"Q105516643","OL7524445W","1958-01-01T00:00:00Z"
"Q105517304","OL2103903W","1920-01-01T00:00:00Z"
"Q10551889","OL3404264W","1931-01-01T00:00:00Z"
"Q105552822","OL5950485W","1986-01-01T00:00:00Z"
"Q1055785","OL17727412W","2011-08-27T00:00:00Z"
"Q105581528","OL24198736W","2021-10-19T00:00:00Z"
"Q1055881","OL1068091W","1859-01-01T00:00:00Z"
"Q1055881","OL1068165W","1859-01-01T00:00:00Z"
"Q10563546","OL17048592W","2013-02-05T00:00:00Z"
"Q105635665","OL21306951W","2017-01-01T00:00:00Z"
"Q105668737","OL217442W","1899-01-01T00:00:00Z"
"Q1056787","OL272226W","1913-01-01T00:00:00Z"
"Q105699136","OL1562147W","1876-01-01T00:00:00Z"
"Q105700790","OL1562120W","1878-01-01T00:00:00Z"
"Q105703272","OL1562050W","1899-01-01T00:00:00Z"
"Q105710693","OL2136257W","1914-01-01T00:00:00Z"
"Q105713497","OL1532354W","1865-01-01T00:00:00Z"
"Q105721695","OL6923479W","1833-01-01T00:00:00Z"
"Q105722001","OL4304340W","1956-01-01T00:00:00Z"
"Q105722561","OL20832939W","2021-01-01T00:00:00Z"
"Q105723924","OL8083382W","1963-01-01T00:00:00Z"
"Q105724934","OL17982219W","1961-01-01T00:00:00Z"
"Q105737443","OL16991781W","1958-01-01T00:00:00Z"
"Q105737523","OL5366481W","1948-01-01T00:00:00Z"
"Q105745165","OL819421W","1879-01-01T00:00:00Z"
"Q105745722","OL6900371W","1964-01-01T00:00:00Z"
"Q105745767","OL4313994W","1961-01-01T00:00:00Z"
"Q105745822","OL1877089W","1960-01-01T00:00:00Z"
"Q105754397","OL6691011W","1961-01-01T00:00:00Z"
"Q105754645","OL93641W","1961-01-01T00:00:00Z"
"Q105754908","OL93508W","1962-01-01T00:00:00Z"
"Q105755038","OL12020073W","1960-01-01T00:00:00Z"
"Q105755508","OL19355636W","2013-08-27T00:00:00Z"
"Q105764157","OL16976498W","1999-01-01T00:00:00Z"
"Q1057725","OL15419984W","2002-01-01T00:00:00Z"
"Q1057726","OL1946688W","1992-09-15T00:00:00Z"
"Q105776399","OL17666328W","1880-01-01T00:00:00Z"
"Q10577732","OL3404203W","1933-01-01T00:00:00Z"
"Q105792498","OL4122005W","2003-01-01T00:00:00Z"
"Q10581183","OL15588826W","2008-11-01T00:00:00Z"
"Q105817442","OL18969787W","1999-09-16T00:00:00Z"
"Q105836543","OL6069757W","2002-05-23T00:00:00Z"
"Q105837344","OL20153212W","2017-09-05T00:00:00Z"
"Q105839404","OL3639910W","1589-01-01T00:00:00Z"
"Q105857903","OL24229044W","1928-01-01T00:00:00Z"
"Q105858593","OL47010W","1995-01-01T00:00:00Z"
"Q105860778","OL759566W","2007-03-20T00:00:00Z"
"Q1058881","OL74409W","1999-01-01T00:00:00Z"
"Q105888777","OL2069626W","1984-01-01T00:00:00Z"
"Q1059000","OL1063301W","1948-01-01T00:00:00Z"
"Q105946620","OL513561W","1997-01-01T00:00:00Z"
"Q105946665","OL513565W","1994-01-01T00:00:00Z"
"Q105947034","OL513562W","2007-01-01T00:00:00Z"
"Q105947184","OL513560W","1999-01-01T00:00:00Z"
"Q10594892","OL16086747W","2011-01-01T00:00:00Z"
"Q105954279","OL24231851W","1987-01-01T00:00:00Z"
"Q1059553","OL11376451W","1946-01-01T00:00:00Z"
"Q105955818","OL16812442W","2013-04-30T00:00:00Z"
"Q105958765","OL19141678W","1978-01-01T00:00:00Z"
"Q105987801","OL4211566W","1991-01-01T00:00:00Z"
"Q1059912","OL2172517W","1964-01-01T00:00:00Z"
"Q106008008","OL24217656W","2021-03-09T00:00:00Z"
"Q106009276","OL21177719W","2020-10-06T00:00:00Z"
"Q106035135","OL6817535W","1911-01-01T00:00:00Z"
"Q106040733","OL16818314W","2014-01-01T00:00:00Z"
"Q106044026","OL9336655W","1970-01-01T00:00:00Z"
"Q1060471","OL262561W","1891-01-01T00:00:00Z"
"Q10605137","OL483827W","2000-01-01T00:00:00Z"
"Q1060522","OL1707618W","1988-01-01T00:00:00Z"
"Q106086871","OL971277W","1993-01-01T00:00:00Z"
"Q106091546","OL16807251W","2013-01-01T00:00:00Z"
"Q106094659","OL4734250W","1905-05-03T00:00:00Z"
"Q106095802","OL16887765W","1908-01-01T00:00:00Z"
"Q106099150","OL17074809W","2014-01-01T00:00:00Z"
"Q106099151","OL17074808W","2011-01-01T00:00:00Z"
"Q106099186","OL21282473W","2018-01-01T00:00:00Z"
"Q1061284","OL17690569W","1973-01-01T00:00:00Z"
"Q106189163","OL16331099W","1913-01-01T00:00:00Z"
"Q1061892","OL15391750W","1986-01-01T00:00:00Z"
"Q106204117","OL11012513W","1967-01-01T00:00:00Z"
"Q106204417","OL19309678W","1969-01-01T00:00:00Z"
"Q106206133","OL5881306W","1976-01-01T00:00:00Z"
"Q106211413","OL13672100W","2007-01-01T00:00:00Z"
"Q106225850","OL15860025W","1971-01-01T00:00:00Z"
"Q106228513","OL16491626W","1899-01-01T00:00:00Z"
"Q106228513","OL16551088W","1899-01-01T00:00:00Z"
"Q106234619","OL16092524W","1899-01-01T00:00:00Z"
"Q106234663","OL15935591W","1899-01-01T00:00:00Z"
"Q106234895","OL17660304W","1899-01-01T00:00:00Z"
"Q1062365","OL573193W","1890-01-01T00:00:00Z"
"Q106240845","OL16583930W","1899-01-01T00:00:00Z"
"Q106244124","OL244044W","1869-01-01T00:00:00Z"
"Q1062528","OL482455W","1999-08-19T00:00:00Z"
"Q106253765","OL910427W","1927-01-01T00:00:00Z"
"Q106256392","OL3717027W","1867-01-01T00:00:00Z"
"Q106260118","OL2002466W","1986-01-01T00:00:00Z"
"Q106260262","OL266833W","1976-01-01T00:00:00Z"
"Q106281811","OL18822200W","1982-01-01T00:00:00Z"
"Q106291852","OL5944494W","1840-01-01T00:00:00Z"
"Q106306897","OL4987885W","1973-01-01T00:00:00Z"
"Q106312660","OL11221095W","1916-01-01T00:00:00Z"
"Q106313784","OL16703853W","2011-01-01T00:00:00Z"
"Q106317200","OL16329607W","1907-01-01T00:00:00Z"
"Q106322106","OL11107190W","1753-01-01T00:00:00Z"
"Q106322106","OL11107190W","1786-01-01T00:00:00Z"
"Q106358027","OL6861817W","1970-01-01T00:00:00Z"
"Q1063587","OL1819353W","1956-01-01T00:00:00Z"
"Q106365433","OL5287282W","1895-01-01T00:00:00Z"
"Q106365433","OL5287282W","1897-01-01T00:00:00Z"
"Q106368218","OL16287941W","1764-01-01T00:00:00Z"
"Q106368218","OL16287941W","1800-01-01T00:00:00Z"
"Q106390712","OL34299237W","2019-01-01T00:00:00Z"
"Q106427332","OL4297779W","1975-01-01T00:00:00Z"
"Q106430847","OL19780675W","2014-04-25T00:00:00Z"
"Q106435162","OL16026472W","1967-01-01T00:00:00Z"
"Q106436181","OL24321333W","1906-01-01T00:00:00Z"
"Q106448179","OL3020904W","1966-01-01T00:00:00Z"
"Q106451095","OL36999666W","1972-01-01T00:00:00Z"
"Q106453112","OL20791404W","1999-06-30T00:00:00Z"
"Q106466490","OL4806652W","1972-01-01T00:00:00Z"
"Q106472981","OL2713401W","1837-01-01T00:00:00Z"
"Q106479640","OL1560367W","1905-01-01T00:00:00Z"
"Q1064934","OL973176W","1997-01-01T00:00:00Z"
"Q1064945","OL8453885W","2000-01-01T00:00:00Z"
"Q106506125","OL13778708W","2009-01-01T00:00:00Z"
"Q106512295","OL1105370W","1901-01-01T00:00:00Z"
"Q106530262","OL15739101W","1848-01-01T00:00:00Z"
"Q106541452","OL2289390W","1990-01-01T00:00:00Z"
"Q1065473","OL5683507W","1986-01-01T00:00:00Z"
"Q106549465","OL4596587W","1875-01-01T00:00:00Z"
"Q106558962","OL1375736W","1955-01-01T00:00:00Z"
"Q106561588","OL20988369W","2020-09-08T00:00:00Z"
"Q106580670","OL20742665W","2020-02-18T00:00:00Z"
"Q106580670","OL20742665W","2020-02-20T00:00:00Z"
"Q106581269","OL20887310W","2019-11-05T00:00:00Z"
"Q106596486","OL1933573W","1975-01-01T00:00:00Z"
"Q106602832","OL1156346W","1928-01-01T00:00:00Z"
"Q106622548","OL167444W","1947-01-01T00:00:00Z"
"Q106631134","OL15567473W","2009-12-16T00:00:00Z"
"Q106631170","OL9522094W","2003-01-01T00:00:00Z"
"Q106642955","OL4741075W","1989-01-01T00:00:00Z"
"Q1066435","OL5714284W","2004-01-01T00:00:00Z"
"Q1066455","OL5714299W","2006-01-01T00:00:00Z"
"Q1066506","OL16043429W","2003-10-14T00:00:00Z"
"Q1066598","OL1984583W","1945-01-01T00:00:00Z"
"Q106682085","OL15993478W","2010-10-01T00:00:00Z"
"Q106684960","OL20714394W","2015-01-01T00:00:00Z"
"Q106696941","OL34794367W","1936-01-01T00:00:00Z"
"Q106766376","OL20637372W","2017-01-01T00:00:00Z"
"Q106772870","OL19741154W","2017-09-15T00:00:00Z"
"Q1068060","OL5724831W","2001-01-01T00:00:00Z"
"Q106812846","OL16750445W","1900-01-01T00:00:00Z"
"Q106821911","OL71693W","2000-01-01T00:00:00Z"
"Q106832631","OL17740493W","1990-01-01T00:00:00Z"
"Q106832631","OL19201951W","1990-01-01T00:00:00Z"
"Q106832790","OL20052866W","2015-01-01T00:00:00Z"
"Q106832792","OL452383W","1994-01-01T00:00:00Z"
"Q106832793","OL21327696W","2016-01-01T00:00:00Z"
"Q106832796","OL25051062W","2016-01-01T00:00:00Z"
"Q106832797","OL25756310W","2019-01-01T00:00:00Z"
"Q106832802","OL18706372W","2010-01-01T00:00:00Z"
"Q106832803","OL17568730W","2013-01-01T00:00:00Z"
"Q106832807","OL4201373W","1990-01-01T00:00:00Z"
"Q106832807","OL8350346W","1990-01-01T00:00:00Z"
"Q106832808","OL2214037W","1992-01-01T00:00:00Z"
"Q106832810","OL20768544W","2020-01-01T00:00:00Z"
"Q106832814","OL9745214W","2005-01-01T00:00:00Z"
"Q106832815","OL2005045W","1990-01-01T00:00:00Z"
"Q106832820","OL6233658W","1998-01-01T00:00:00Z"
"Q106832826","OL3740286W","1995-01-01T00:00:00Z"
"Q106832827","OL21342694W","2019-01-01T00:00:00Z"
"Q106832830","OL20059960W","2015-01-01T00:00:00Z"
"Q106849843","OL161930W","1912-01-01T00:00:00Z"
"Q106875485","OL20026339W","2016-01-01T00:00:00Z"
"Q106878916","OL21251809W","2012-01-01T00:00:00Z"
"Q106903336","OL21102342W","2015-01-01T00:00:00Z"
"Q106917710","OL21686832W","2016-08-01T00:00:00Z"
